scd,gender,age_grp,weekday,total_qty,total_amt,event_product,amt/qty,num_category,ctg_0,ctg_1,ctg_2,ctg_3,prime_yn
20230101963686,0,4,0,16,85.67254377821655,1,5.920403609481264,3,1,0,1,0,0
20230101963687,0,3,0,19,83.97521761961572,0,6.593964371772623,7,1,1,1,1,0
20230101963690,0,3,0,4,36.00889439898219,4,9.002223599745548,1,1,0,0,0,1
20230101963693,0,4,0,7,58.95108144049328,0,8.421583062927612,3,1,1,0,0,1
20230101963694,0,5,0,2,10.274913168420769,0,5.137456584210384,1,1,0,0,0,1
20230101963695,1,3,0,2,9.468001285315951,0,4.734000642657976,1,0,0,1,0,0
20230101963702,1,3,0,3,17.889411601563214,0,6.66793361524018,2,1,1,0,0,1
20230101963725,1,4,0,39,31.43212532327329,0,0.8059519313659816,1,0,0,1,0,0
20230101963735,0,4,0,7,41.23837169726155,0,6.521355793107364,3,1,1,0,1,1
20230101963750,1,3,0,5,39.40255260596553,0,7.880510521193107,1,0,0,1,0,1
20230101963753,0,4,0,9,36.62794656638452,0,5.961894825477577,3,0,1,1,0,0
20230101963755,0,2,0,5,43.19865466567977,1,8.639730933135954,4,1,1,0,0,1
20230101963757,1,2,0,2,18.682690476350018,0,9.341345238175009,2,1,1,0,0,0
20230101963761,0,4,0,3,26.490726881509968,0,8.830242293836656,3,1,0,0,1,1
20230101963762,1,4,0,1,9.389239411968807,0,9.389239411968807,1,1,0,0,0,1
20230101963763,1,4,0,22,133.81367365545742,0,7.299157676229036,6,1,1,1,1,1
20230101963769,0,5,0,9,50.3247886101806,0,6.705878582699884,3,0,1,1,1,1
20230101963777,1,4,0,7,59.302645024815774,0,8.471806432116539,4,1,1,0,0,0
20230101963796,0,5,0,19,96.50124259301766,0,5.652299147673651,3,1,0,1,1,0
20230101963800,0,5,0,2,19.28571885429603,1,9.642859427148014,2,1,0,0,0,1
20230101963806,0,4,0,3,18.24737114520423,1,6.5829833901098835,2,0,0,1,1,0
20230101963811,1,6,0,10,28.48067858276555,0,5.116826588847103,2,1,0,0,1,1
20230101963813,1,4,0,5,13.371971239217574,1,2.674394247843515,1,1,0,0,0,0
20230101963817,0,4,0,1,10.568775236216991,1,10.568775236216991,1,1,0,0,0,0
20230101963818,0,3,0,1,8.62245370207373,0,8.62245370207373,1,0,1,0,0,1
20230101963831,0,4,0,3,19.681288974884264,2,7.293844674071129,1,0,0,1,0,1
20230101963840,1,4,0,9,60.01844583701043,0,7.331180663465297,3,1,0,1,0,1
20230101963848,0,4,0,1,10.328068777836522,0,10.328068777836522,1,0,0,1,0,1
20230101963853,0,4,0,1,10.328068777836522,0,10.328068777836522,1,0,0,1,0,1
20230101963861,0,4,0,4,9.92705758404856,0,2.48176439601214,1,0,1,0,0,0
20230101963865,0,4,0,1,10.450481157684562,0,10.450481157684562,1,0,0,1,0,0
20230101963872,0,4,0,13,90.8232574305252,1,7.68377612588517,5,1,1,1,0,1
20230101963881,0,5,0,15,110.17925213794294,1,7.86651034068479,7,1,1,0,1,0
20230101963887,1,3,0,17,104.3709060595874,0,7.0255666077102505,5,0,1,1,0,1
20230101963891,0,3,0,20,100.47163358188072,0,5.98623677651863,5,1,1,0,1,1
20230101963906,0,4,0,17,61.022069149312145,0,5.126971617486609,4,1,1,1,1,0
20230101963908,1,3,0,1,9.208438564686588,0,9.208438564686588,1,0,1,0,0,0
20230101963911,0,6,0,23,89.8251168271376,0,5.388070193706827,5,1,1,1,0,1
20230101963918,0,3,0,15,101.33079119099824,0,7.368474496957951,6,1,1,1,0,0
20230101963926,1,4,0,47,243.56721873270288,1,6.111939375397166,5,1,1,1,0,0
20230101963944,0,3,0,8,68.73888201899625,0,8.592360252374531,5,1,1,1,1,0
20230101963952,0,4,0,1,8.984818995876008,0,8.984818995876008,1,0,0,1,0,0
20230101963954,0,4,0,9,19.26096982009301,0,4.735378561088172,2,0,0,0,1,1
20230101963968,1,5,0,1,10.832299564963956,0,10.832299564963956,1,1,0,0,0,1
20230101963970,0,4,0,7,45.90794109193473,0,7.378448634142697,4,1,1,1,0,0
20230101963971,1,3,0,2,16.815203029572285,0,8.407601514786142,1,0,0,1,0,0
20230101964048,1,3,0,9,28.214030795175045,0,3.6940036909291094,2,0,1,0,0,0
20230101964061,0,4,0,2,8.835937789319836,0,4.417968894659918,1,0,0,1,0,0
20230101964068,1,3,0,2,17.25652337974072,0,8.62826168987036,2,1,1,1,0,0
20230101964071,0,4,0,4,28.094406669593024,0,7.6783892303486825,3,1,1,0,0,0
20230101964090,1,2,0,5,26.746596666412884,0,5.898374380296946,2,0,1,0,0,1
20230101964093,0,4,0,6,53.22094586802467,0,8.870157644670778,4,1,1,1,0,0
20230101964097,0,4,0,10,10.856900643712033,0,1.0856900643712033,1,0,0,0,1,1
20230101964119,0,3,0,7,61.48709296961175,1,8.78387042423025,5,1,1,1,0,0
20230101964121,0,4,0,7,43.20621512534146,0,6.947264641408647,2,1,0,1,0,0
20230101964135,0,3,0,4,11.590636224996905,0,2.897659056249226,1,0,0,0,1,1
20230101964145,0,2,0,2,16.817008179911824,0,8.408504089955912,2,0,1,1,0,0
20230101964149,0,3,0,6,50.549600450449276,0,8.424933408408213,4,0,1,1,0,1
20230101964167,0,5,0,4,29.566526995748205,3,8.129213236859139,1,1,0,0,0,0
20230101964188,1,4,0,23,109.47329761613132,0,5.481755729416019,5,1,1,1,1,0
20230101964216,0,5,0,28,170.0859315851938,0,7.286747757330271,8,1,1,1,1,1
20230101964229,0,6,0,1,11.533668826108128,1,11.533668826108128,1,0,0,0,1,1
20230101964244,0,3,0,37,115.66907150087476,0,3.183423970965848,1,0,0,1,0,0
20230101964247,0,3,0,4,35.79805351009422,0,8.949513377523555,2,1,1,0,0,0
20230101964282,1,4,0,8,34.55735099369468,0,6.576662509282857,1,1,0,0,0,1
20230101964291,0,4,0,11,77.83177123769988,0,7.6281717198012196,3,0,1,1,0,0
20230101964292,1,2,0,1,10.328068777836522,0,10.328068777836522,1,0,0,1,0,1
20230101964296,0,4,0,25,95.61796069347481,0,5.421465673341027,5,1,1,1,1,0
20230101964304,0,3,0,1,11.597046000835524,0,11.597046000835524,1,1,0,0,0,1
20230101964342,0,2,0,2,17.16742455384321,0,8.583712276921606,2,0,1,0,0,0
20230101964345,1,4,0,23,96.4742256208763,0,5.116273536935328,5,1,1,1,0,1
20230101964350,0,4,0,1,10.245160527556513,0,10.245160527556513,1,0,0,0,1,1
20230101964363,1,4,0,1,10.377887752684266,0,10.377887752684266,1,0,0,1,0,1
20230101964365,1,4,0,8,60.20363739864362,0,8.010984769210095,5,1,1,1,1,0
20230101964368,1,4,0,2,10.118477957093951,0,5.059238978546976,1,1,0,0,0,0
20230101964373,1,3,0,6,17.665918232235512,0,2.9443197053725854,2,0,1,0,1,1
20230101964375,0,4,0,16,36.732422076171794,0,2.4407238231184234,3,1,1,0,1,1
20230101964376,0,3,0,9,28.538956688870435,0,4.539818831926865,2,0,1,0,0,0
20230101964415,0,3,0,23,118.07122882478322,0,6.663624421645501,5,1,1,1,0,1
20230101964417,1,6,0,12,38.18354010837935,0,4.619363261668038,3,1,1,0,0,0
20230101964420,0,4,0,45,127.29472444443309,0,4.0842189488909195,6,1,1,1,0,0
20230101964427,0,5,0,2,18.4788060662967,0,9.23940303314835,2,0,0,1,1,0
20230101964434,0,3,0,23,122.12878623934769,0,6.364100631252149,7,1,1,1,0,1
20230101964470,0,4,0,1,8.56845648535378,0,8.56845648535378,1,0,1,0,0,1
20230101964471,0,4,0,2,16.150361852844824,0,8.075180926422412,2,1,0,1,0,0
20230101964473,0,3,0,3,11.517325769414713,1,3.8391085898049044,1,0,0,0,1,1
20230101964480,0,5,0,6,38.78384948957243,3,7.1428972900526455,3,1,0,0,1,0
20230101964482,1,4,0,5,27.70276364648589,1,6.212865237019376,2,1,1,0,0,0
20230101964505,1,4,0,5,17.716865400359367,0,5.448972218891047,2,0,1,1,0,1
20230101964540,1,4,0,4,28.50730618600096,0,7.8440322541302265,1,0,1,0,0,0
20230101964547,1,5,0,2,9.485013189834325,0,4.742506594917162,1,0,0,1,0,0
20230101964556,1,3,0,14,94.35315722941858,0,8.026381632063352,5,1,1,0,1,1
20230101964566,1,4,0,19,70.52903217450864,0,5.585603672807576,5,1,1,1,0,0
20230101964569,1,4,0,21,88.85760250263274,0,6.3419371223961924,4,1,1,1,0,1
20230101964572,1,3,0,12,71.05641367576095,1,6.589525885753382,5,1,1,1,0,0
20230101964576,1,5,0,1,10.377887752684266,0,10.377887752684266,1,0,0,1,0,1
20230101964589,1,3,0,9,44.97138041153461,0,5.904667105034872,4,1,1,0,1,1
20230101964603,0,6,0,1,9.135724578595394,0,9.135724578595394,1,0,0,0,1,0
20230101964612,1,3,0,8,60.62265692375273,0,8.015147765239403,3,0,1,0,1,0
20230101964617,0,5,0,19,119.32142854662746,0,7.150147088895276,5,1,1,1,1,1
20230101964621,1,4,0,13,88.04800084815402,0,7.433561953355425,5,1,1,1,0,0
20230101964638,0,4,0,42,110.35724895247553,1,4.927172889356859,4,1,0,1,1,1
20230101964639,1,3,0,22,50.02020695312994,0,2.3288013648156567,2,0,1,0,0,0
20230101964640,1,3,0,3,26.024053233257753,0,8.674684411085918,3,1,1,1,0,1
20230101964642,1,5,0,8,43.23331981683387,0,7.226162658670859,3,1,1,1,0,1
20230101964646,0,4,0,5,34.84973588475953,1,7.4927636073081345,2,1,0,0,1,0
20230101964665,1,4,0,2,9.613202094214232,0,4.806601047107116,1,0,0,0,1,0
20230101964666,0,4,0,14,76.6611336060769,0,6.132692214919919,4,1,1,1,0,1
20230101964675,1,5,0,2,10.526989863390185,0,5.263494931695092,1,1,0,0,0,1
20230101964676,0,5,0,1,9.013595294516504,0,9.013595294516504,1,0,0,0,1,1
20230101964697,1,3,0,2,19.02524389336832,0,9.51262194668416,2,1,1,0,0,0
20230101964706,1,4,0,1,9.084436955087028,0,9.084436955087028,1,0,1,0,0,1
20230101964707,0,4,0,15,96.07710609635643,0,7.149875928082166,5,1,1,1,1,0
20230101964708,0,5,0,3,27.736262301098677,1,9.245420767032892,2,1,0,0,1,0
20230101964720,1,3,0,1,11.771482491094766,1,11.771482491094766,1,1,0,0,0,0
20230101964725,1,4,0,1,9.536617962187329,0,9.536617962187329,1,1,0,0,0,1
20230101964780,1,3,0,14,101.91177362453598,0,7.785609188145222,4,1,1,1,0,0
20230101964787,0,5,0,2,19.218660130138964,1,9.609330065069482,1,1,0,0,0,0
20230101964788,1,3,0,2,10.187199253484014,1,5.093599626742007,1,0,0,1,0,1
20230101964790,0,4,0,4,33.21259351715351,0,8.303148379288377,3,0,1,1,0,0
20230101964793,1,4,0,4,10.993513080266917,0,2.748378270066729,1,1,0,0,0,0
20230101964801,0,4,0,14,94.50933146739224,0,7.639825806404613,4,1,1,1,0,0
20230101964810,0,4,0,5,44.24623285441154,1,8.849246570882308,3,1,0,1,1,1
20230101964820,1,3,0,10,69.57195834839878,0,7.563779250093922,3,1,1,0,0,0
20230101964821,0,3,0,17,93.86472434278885,1,7.314189491100465,2,1,0,1,0,0
20230101964833,0,4,0,4,17.712359010021473,0,5.581004167988597,2,0,1,1,0,1
20230101964838,0,4,0,3,10.304576432243314,0,3.4348588107477713,1,0,1,0,0,0
20230101964854,0,2,0,15,109.99511735226838,0,7.756571269302819,7,1,1,1,1,1
20230101964865,1,4,0,4,11.279744203985432,0,2.819936050996358,1,0,0,0,1,0
20230101964877,1,4,0,1,11.452803841628848,1,11.452803841628848,1,1,0,0,0,0
20230101964886,0,4,0,5,36.99909107122897,0,8.157270681367303,4,1,1,0,1,0
20230101964887,0,4,0,3,27.982730006370176,0,9.327576668790059,2,1,0,0,1,1
20230101964905,0,4,0,20,132.4049616300587,0,7.22346572516094,7,1,1,1,1,1
20230101964909,1,3,0,3,28.15146020701021,3,9.383820069003404,1,0,0,1,0,0
20230101964910,0,4,0,6,38.82899165847493,1,8.021144386081897,4,1,1,1,0,0
20230101964911,0,3,0,2,18.868087865525332,0,9.434043932762666,1,0,0,0,1,0
20230101964912,0,3,0,2,16.812603105925398,0,8.406301552962699,2,1,1,0,0,0
20230101964916,1,3,0,2,15.084521102547178,0,7.542260551273589,2,0,1,1,0,0
20230101964918,0,2,0,6,40.387890371868025,0,7.188083628277916,1,1,0,0,0,0
20230101964919,0,4,0,20,67.93561542717006,0,5.291441657518554,3,1,1,0,1,0
20230101964922,0,4,0,6,44.30160811555666,1,7.831804409913443,4,1,1,1,0,1
20230101964925,0,4,0,17,85.21384692851483,1,6.567446566192009,7,1,1,1,1,0
20230101964939,1,3,0,3,27.9574899389511,3,9.319163312983699,1,0,0,1,0,0
20230101964943,1,4,0,15,89.55370121742861,1,6.658664809892943,6,1,1,1,0,0
20230101964949,1,2,0,9,62.509598859176606,0,7.581943928009116,3,1,1,1,0,0
20230101964953,0,4,0,1,9.639326675125693,1,9.639326675125693,1,0,0,0,1,0
20230101964959,1,6,0,3,30.97069267779267,0,10.32356422593089,1,1,0,0,0,0
20230101964960,0,4,0,15,72.15116921986764,1,6.296322375657372,4,1,1,1,0,0
20230101964972,0,3,0,9,42.948004653185535,0,6.307451195846623,2,1,1,0,0,0
20230101964973,1,3,0,14,73.55777005824471,0,7.0691940471699075,5,1,1,1,1,0
20230101964985,1,5,0,1,9.592059086354348,0,9.592059086354348,1,1,0,0,0,1
20230101964989,1,4,0,3,28.42205450125872,0,9.474018167086241,2,1,1,0,0,0
20230101964990,0,5,0,6,10.568260978408226,0,1.7613768297347043,1,0,0,1,0,0
20230101964999,0,3,0,2,16.398486456610488,0,8.199243228305244,2,1,0,0,0,0
20230101965008,0,4,0,3,18.608455886212482,0,7.0956436996018315,1,1,0,0,0,0
20230101965016,1,6,0,3,11.526019364481389,0,3.8420064548271298,1,0,0,0,1,0
20230101965030,0,3,0,5,43.791081278532616,0,8.758216255706524,4,1,1,1,0,0
20230101965034,1,3,0,11,93.60683961516858,0,8.509712692288053,3,1,1,0,1,1
20230101965043,1,5,0,10,19.20994814432744,1,2.3160920411785995,2,1,1,0,0,0
20230101965044,1,4,0,10,10.785952591926186,0,1.0785952591926187,1,0,1,1,0,0
20230101965049,0,3,0,2,17.647293882987697,0,8.823646941493848,2,0,1,0,1,0
20230101965058,0,4,0,8,62.64782674949602,1,8.21855780786917,3,1,1,0,0,0
20230101965061,1,4,0,2,19.278653350251385,2,9.639326675125693,2,1,0,0,1,0
20230101965066,0,4,0,15,92.39362801627145,0,7.70378412561348,4,1,1,0,1,0
20230101965072,0,3,0,15,128.20867751002635,1,8.54724516733509,7,1,1,1,1,1
20230101965073,1,6,0,1,9.96199228190869,0,9.96199228190869,1,1,0,0,0,1
20230101965075,1,4,0,1,10.25937718820102,0,10.25937718820102,1,1,0,0,0,0
20230101965082,0,4,0,18,51.07635286869447,0,5.0107660660439235,2,0,1,1,0,0
20230101965084,1,5,0,49,55.99574840138908,0,2.7859773006146935,1,1,0,0,0,0
20230101965086,1,5,0,5,10.920473936490946,0,2.1840947872981893,1,1,0,0,0,0
20230101965093,0,5,0,21,155.09082263563516,3,8.032295855697074,6,1,1,1,1,1
20230101965095,0,5,0,5,45.41020946421298,0,9.082041892842597,5,1,1,0,1,0
20230101965102,0,4,0,6,8.798605650854423,0,1.4664342751424038,1,0,1,0,0,1
20230101965104,0,3,0,11,19.791330237352096,0,5.3386631223033865,1,1,0,0,0,0
20230101965106,0,2,0,22,144.4082665306521,0,7.387542415085785,6,1,1,1,1,0
20230101965109,0,4,0,8,71.05039863544772,1,8.881299829430965,4,1,0,0,1,1
20230101965110,1,4,0,22,127.91493411166765,0,6.898733124969501,5,1,1,1,1,1
20230101965114,0,5,0,2,11.15165426010308,0,5.57582713005154,1,0,0,1,0,1
20230101965116,0,2,0,2,19.087156580398325,1,9.543578290199163,1,0,0,0,1,1
20230101965143,0,4,0,2,9.937937287265354,1,4.968968643632677,1,1,0,0,0,1
20230101965152,0,4,0,8,70.98021552231113,0,8.87252694028889,6,1,1,0,1,0
20230101965159,0,3,0,12,38.27431817511115,0,4.608107289545545,2,0,0,1,1,0
20230101965164,0,3,0,22,109.96392069371393,0,6.49341498013751,4,1,1,1,1,0
20230101965168,0,5,0,4,19.186198031381124,0,4.796549507845281,2,0,1,1,0,0
20230101965193,0,4,0,2,10.28517213197889,0,5.142586065989445,1,1,0,0,0,1
20230101965197,0,4,0,13,108.87264644575642,0,8.374818957365878,6,1,1,1,1,1
20230101965198,1,5,0,3,19.58502950155697,2,7.2256296972625496,1,1,0,0,0,0
20230101965204,0,2,0,3,10.043988352323694,1,3.3479961174412316,1,0,0,1,0,1
20230101965205,1,4,0,10,58.88751123323017,2,7.056004760415058,3,1,0,1,0,1
20230101965207,0,4,0,2,10.357774570341576,0,5.178887285170788,1,1,0,0,0,0
20230101965217,0,3,0,7,59.115764401231246,0,8.445109200175892,3,1,1,1,0,0
20230101965222,0,4,0,23,126.27012714321185,0,6.844932873938936,5,1,1,1,1,0
20230101965225,0,6,0,15,54.37595163848123,0,4.3767031030291905,4,1,1,1,0,1
20230101965227,0,4,0,11,53.283648763007456,0,6.087538201427307,4,1,1,1,0,1
20230101965237,0,4,0,17,53.65812199648618,0,5.951528427531234,5,1,1,1,1,0
20230101965239,0,4,0,1,8.161375023197486,0,8.161375023197486,1,1,0,0,0,1
20230101965240,0,4,0,6,50.73118505046044,0,8.455197508410073,3,0,1,1,0,1
20230101965250,1,4,0,13,55.71934451342721,0,4.818218895027153,3,0,1,0,0,0
20230101965260,1,5,0,8,74.21939559150398,4,9.277424448937998,4,1,0,0,1,1
20230101965265,1,4,0,2,12.464625810822277,1,6.232312905411138,1,1,0,0,0,0
20230101965274,0,5,0,6,38.35684630466651,0,7.764320018622769,2,1,1,0,0,1
20230101965282,1,3,0,6,35.19728834317617,0,6.533280101937103,1,0,1,0,0,0
20230101965285,1,5,0,13,81.06689845693883,0,7.086542798882777,2,1,0,1,0,0
20230101965289,1,5,0,3,28.036018937183215,0,9.345339645727739,3,1,0,1,1,0
20230101965294,1,5,0,12,55.60369406922079,0,5.679393691846786,4,0,1,1,0,0
20230101965298,1,3,0,6,53.9519614784303,3,8.991993579738383,5,1,1,1,0,0
20230101965303,1,3,0,2,9.672941671455156,0,4.836470835727578,1,0,0,0,1,1
20230101965310,0,4,0,3,25.457097979073314,0,8.485699326357771,3,0,1,1,0,0
20230101965316,0,4,0,14,92.55174205901102,1,7.2749550909478895,6,1,1,1,0,0
20230101965321,0,2,0,14,66.10742297340566,0,5.10826121158643,1,0,0,1,0,1
20230101965322,1,3,0,1,10.372897255442528,0,10.372897255442528,1,1,0,0,0,0
20230101965328,0,4,0,6,11.552540331204208,1,1.9254233885340346,1,0,0,0,1,0
20230101965344,0,4,0,1,8.217708406845306,0,8.217708406845306,1,1,0,0,0,0
20230101965347,0,4,0,17,148.05944211935991,4,8.709378948197642,6,1,1,1,1,1
20230101965349,1,5,0,2,12.279922370055132,1,6.139961185027566,1,1,0,0,0,1
20230101965372,1,4,0,9,60.63670543236583,0,7.339368448363134,3,0,1,1,0,1
20230101965374,0,4,0,7,45.075519172952035,0,7.07021229681406,4,1,1,0,0,0
20230101965375,0,3,0,1,10.41873339273561,1,10.41873339273561,1,0,0,0,1,1
20230101965388,1,5,0,5,18.633675627305905,0,5.581905078949344,2,0,1,0,0,1
20230101965419,1,4,0,4,36.996402256377095,0,9.249100564094274,3,1,1,1,0,0
20230101965420,0,3,0,9,60.20052170441826,0,7.239286148046674,6,1,1,0,1,0
20230101965421,1,3,0,10,61.40309312811958,1,7.798331533428889,4,1,1,1,0,1
20230101965423,0,4,0,10,10.634099097078431,0,1.063409909707843,1,0,1,0,0,1
20230101965440,1,4,0,8,35.052100720829515,0,6.74381554473287,4,1,1,1,0,0
20230101965449,1,3,0,2,12.83468397161566,1,6.41734198580783,1,0,0,0,1,0
20230101965452,0,3,0,5,18.68857342162042,0,5.741926565918301,2,1,1,0,0,0
20230101965456,0,4,0,3,27.454544394504218,2,9.151514798168073,3,1,0,0,1,1
20230101965458,0,4,0,2,8.981932990986873,0,4.490966495493437,1,1,0,0,0,0
20230101965469,0,4,0,13,10.561292488948782,0,0.8124071145345216,1,0,0,1,0,0
20230101965472,0,4,0,29,77.99537666551171,0,4.459606503777818,4,1,1,1,0,1
20230101965475,0,2,0,6,28.39775636840561,0,6.954986879105895,3,1,1,0,1,0
20230101965476,0,4,0,2,8.380456667842767,0,4.190228333921383,1,0,0,0,1,0
20230101965484,1,2,0,11,92.28064378102441,0,8.389149434638583,4,1,1,0,0,1
20230101965492,1,3,0,4,33.87871289180481,0,8.469678222951202,3,1,1,0,0,0
20230101965495,0,4,0,15,114.10224351295376,0,7.856767164040927,5,1,1,1,1,1
20230101965510,1,3,0,1,8.102889134640868,0,8.102889134640868,1,0,0,1,0,1
20230101965518,1,5,0,8,47.02603363644354,0,7.118021323575917,4,1,1,1,1,1
20230101965532,0,4,0,17,85.77164750716022,0,5.551947995590012,3,1,0,1,1,0
20230101965542,0,2,0,11,78.19593469855688,0,7.669154998538041,3,1,1,1,0,0
20230101965557,0,4,0,2,16.448930599314494,0,8.224465299657247,1,0,0,1,0,0
20230101965561,1,5,0,1,9.41336284529417,0,9.41336284529417,1,1,0,0,0,1
20230101965562,0,3,0,23,171.86157605558546,2,7.949848558571548,6,1,1,1,1,1
20230101965564,1,4,0,1,9.566685261452934,1,9.566685261452934,1,0,0,1,0,0
20230101965568,1,4,0,19,123.4027326577611,0,7.14211213939987,7,1,1,1,1,0
20230101965579,0,4,0,1,9.41336284529417,0,9.41336284529417,1,1,0,0,0,1
20230101965590,0,4,0,20,10.773964685870736,0,0.5386982342935368,1,0,0,1,0,0
20230101965607,0,4,0,1,8.673855001429615,0,8.673855001429615,1,0,1,0,0,1
20230101965609,1,3,0,19,46.067758732307595,0,4.780636775306786,2,1,0,0,0,1
20230101965617,1,4,0,4,38.18053318931439,2,9.545133297328597,2,1,0,0,1,0
20230101965630,1,4,0,24,12.855270550887722,1,0.5356362729536551,1,1,0,0,0,0
20230101965633,0,3,0,19,86.17104774120935,0,6.694009895498337,4,1,1,1,1,1
20230101965635,0,3,0,11,82.32155617047302,0,7.800593821674457,7,1,1,1,1,1
20230101965641,1,2,0,1,9.41336284529417,0,9.41336284529417,1,1,0,0,0,1
20230101965651,0,4,0,3,29.122607533668074,3,9.707535844556025,2,1,0,1,0,0
20230101965653,0,5,0,5,28.587237439945792,0,6.1879919710672295,3,1,1,0,0,0
20230101965659,0,3,0,19,106.68054681206958,0,6.997091051527753,6,1,1,0,1,0
20230101965663,0,4,0,21,119.77178136414162,0,6.595276282453286,7,1,1,1,1,0
20230101965673,1,5,0,4,33.77458167918651,1,8.443645419796628,3,1,0,0,1,1
20230101965687,1,5,0,1,9.41336284529417,0,9.41336284529417,1,1,0,0,0,1
20230101965694,0,4,0,18,53.280168026326436,0,5.227668831355066,4,1,1,1,0,0
20230101965703,0,4,0,4,27.361995662324667,0,7.428135272899098,3,1,1,0,0,0
20230101965730,0,3,0,4,33.8717116301538,0,8.46792790753845,3,0,1,1,0,0
20230101965736,1,4,0,9,59.91037319271192,0,7.237671961768819,3,0,1,1,0,1
20230101965754,1,3,0,1,9.592059086354348,1,9.592059086354348,1,1,0,0,0,1
20230101965766,0,4,0,36,173.60478588599685,1,6.994101494139288,7,1,1,1,1,1
20230101965767,1,5,0,12,28.37750328032141,1,6.543100094007602,2,1,0,1,0,0
20230101965779,1,3,0,6,35.83850802799863,0,7.351334353757341,3,1,1,1,0,0
20230101965791,1,3,0,2,10.950824090522444,0,5.475412045261222,1,1,0,0,0,0
20230101965794,0,3,0,7,51.40108000780734,0,7.793067078319421,3,1,1,0,1,0
20230101965796,0,3,0,3,26.65841720739848,0,8.886139069132826,3,1,1,0,0,0
20230101965806,1,4,0,13,78.97489482770516,0,6.7905289854077955,4,1,1,1,1,1
20230101965815,1,3,0,3,10.57801240896798,0,3.52600413632266,1,1,0,0,0,0
20230101965832,0,4,0,19,82.11192034083031,0,5.865993109423164,5,1,1,1,0,1
