scd,gender,age_grp,order_date,total_qty,total_amt,event_product,num_category,amt/qty,prime_yn,most_product_0,most_product_1,most_product_2,most_product_3
20230101963518,0,4,0,14,79.77082212336663,0,3,6.825839518060088,0,0,0,1,0
20230101963524,0,4,0,10,68.4727455591896,1,5,7.4483929463167255,1,0,1,0,0
20230101963529,1,4,0,12,84.26980755842135,0,7,7.560247170857539,1,0,1,0,0
20230101963545,1,5,0,4,20.79396858669132,1,2,6.571491193612962,1,1,0,0,0
20230101963548,0,4,0,28,135.36311731858834,0,6,6.40563164895076,1,0,1,0,0
20230101963580,0,5,0,7,11.766784430945284,0,1,1.680969204420755,1,0,1,0,0
20230101963597,0,4,0,2,19.57900999244028,0,1,9.78950499622014,1,1,0,0,0
20230101963599,0,5,0,12,52.16248941910192,0,6,6.62914554956473,1,0,1,0,0
20230101963600,0,4,0,1,11.080618310893968,1,1,11.080618310893968,0,0,1,0,0
20230101963612,1,5,0,4,25.744967655960323,0,3,7.1285452908119495,1,1,0,0,0
20230101963615,0,4,0,5,10.182292842675238,0,1,2.0364585685350476,0,0,0,1,0
20230101963616,1,3,0,1,8.861350110795998,0,1,8.861350110795998,1,0,1,0,0
20230101963626,1,4,0,2,9.27995971385624,0,1,4.63997985692812,1,0,1,0,0
20230101963632,0,4,0,6,9.361773075736393,0,1,1.560295512622732,1,0,0,1,0
20230101963646,0,4,0,11,69.07089700727765,0,5,7.307044287736218,1,0,1,0,0
20230101963649,0,4,0,5,44.22262147421603,0,4,8.844524294843206,0,0,1,0,0
20230101963658,0,4,0,1,9.50181524266666,1,1,9.50181524266666,1,1,0,0,0
20230101963664,1,4,0,23,121.64584690615081,0,6,7.2071892228833105,1,1,0,0,0
20230101963686,0,4,0,16,85.67254377821655,1,4,5.920403609481264,0,1,0,0,0
20230101963687,0,3,0,19,83.9752176196157,0,5,6.593964371772623,0,0,0,1,0
20230101963690,0,3,0,4,36.0088943989822,4,1,9.00222359974555,1,0,1,0,0
20230101963693,0,4,0,7,58.95108144049328,0,3,8.421583062927612,1,0,1,0,0
20230101963694,0,5,0,2,10.274913168420769,0,1,5.137456584210384,1,1,0,0,0
20230101963695,1,3,0,2,9.468001285315951,0,1,4.734000642657976,0,0,0,1,0
20230101963702,1,3,0,3,17.889411601563214,0,2,6.66793361524018,1,1,0,0,0
20230101963725,1,4,0,39,31.43212532327329,0,1,0.8059519313659816,0,0,0,1,0
20230101963735,0,4,0,7,41.238371697261556,0,3,6.521355793107364,1,1,0,0,0
20230101963750,1,3,0,5,39.40255260596553,0,2,7.880510521193107,1,0,0,1,0
20230101963753,0,4,0,9,36.62794656638452,0,3,5.961894825477577,0,0,1,0,0
20230101963755,0,2,0,5,43.198654665679776,1,5,8.639730933135954,1,1,0,0,0
20230101963757,1,2,0,2,18.682690476350018,0,2,9.341345238175009,0,0,1,0,0
20230101963761,0,4,0,3,26.49072688150997,0,3,8.830242293836656,1,0,0,0,1
20230101963762,1,4,0,1,9.389239411968807,0,1,9.389239411968807,1,0,0,0,1
20230101963763,1,4,0,22,133.81367365545742,0,5,7.2991576762290356,1,0,0,1,0
20230101963769,0,5,0,9,50.32478861018059,0,3,6.7058785826998815,1,0,0,0,1
20230101963777,1,4,0,7,59.302645024815774,0,4,8.471806432116539,0,0,1,0,0
20230101963796,0,5,0,19,96.50124259301765,0,2,5.6522991476736495,0,0,0,1,0
20230101963800,0,5,0,2,19.28571885429603,1,2,9.642859427148014,1,1,0,0,0
20230101963806,0,4,0,3,18.24737114520423,1,2,6.5829833901098835,0,1,0,0,0
20230101963811,1,6,0,10,28.480678582765545,0,3,5.116826588847103,1,1,0,0,0
20230101963813,1,4,0,5,13.371971239217574,1,1,2.674394247843515,0,0,1,0,0
20230101963817,0,4,0,1,10.568775236216991,1,1,10.568775236216991,0,0,1,0,0
20230101963818,0,3,0,1,8.62245370207373,0,1,8.62245370207373,1,0,1,0,0
20230101963831,0,4,0,3,19.681288974884264,2,1,7.293844674071129,1,1,0,0,0
20230101963840,1,4,0,9,60.01844583701043,0,2,7.331180663465296,1,1,0,0,0
20230101963848,0,4,0,1,10.328068777836522,0,1,10.328068777836522,1,1,0,0,0
20230101963853,0,4,0,1,10.328068777836522,0,1,10.328068777836522,1,1,0,0,0
20230101963861,0,4,0,4,9.92705758404856,0,1,2.48176439601214,0,0,1,0,0
20230101963865,0,4,0,1,10.450481157684562,0,1,10.450481157684562,0,1,0,0,0
20230101963872,0,4,0,13,90.8232574305252,1,4,7.683776125885172,1,1,0,0,0
20230101963881,0,5,0,15,110.17925213794295,1,7,7.866510340684791,0,0,1,0,0
20230101963887,1,3,0,17,104.37090605958738,0,4,7.0255666077102505,1,0,1,0,0
20230101963891,0,3,0,20,100.47163358188072,0,5,5.986236776518631,1,0,1,0,0
20230101963906,0,4,0,17,61.022069149312145,0,4,5.126971617486609,0,1,0,0,0
20230101963908,1,3,0,1,9.208438564686588,0,1,9.208438564686588,0,0,1,0,0
20230101963911,0,6,0,23,89.82511682713762,0,4,5.3880701937068265,1,0,1,0,0
20230101963918,0,3,0,15,101.33079119099824,0,6,7.368474496957952,0,0,1,0,0
20230101963926,1,4,0,47,243.56721873270283,1,6,6.111939375397166,0,0,0,1,0
20230101963944,0,3,0,8,68.73888201899626,0,5,8.592360252374533,0,0,1,0,0
20230101963952,0,4,0,1,8.984818995876008,0,1,8.984818995876008,0,0,0,1,0
20230101963954,0,4,0,9,19.26096982009301,0,2,4.735378561088172,1,0,0,0,1
20230101963968,1,5,0,1,10.832299564963956,0,1,10.832299564963956,1,0,0,0,1
20230101963970,0,4,0,7,45.90794109193473,0,3,7.378448634142698,0,1,0,0,0
20230101963971,1,3,0,2,16.815203029572285,0,1,8.407601514786142,0,0,0,1,0
20230101964048,1,3,0,9,28.21403079517505,0,2,3.6940036909291094,0,0,1,0,0
20230101964061,0,4,0,2,8.835937789319836,0,1,4.417968894659918,0,0,0,1,0
20230101964068,1,3,0,2,17.25652337974072,0,2,8.62826168987036,0,1,0,0,0
20230101964071,0,4,0,4,28.094406669593024,0,3,7.6783892303486825,0,1,0,0,0
20230101964090,1,2,0,5,26.746596666412884,0,2,5.898374380296947,1,0,1,0,0
20230101964093,0,4,0,6,53.220945868024664,0,4,8.870157644670778,0,1,0,0,0
20230101964097,0,4,0,10,10.856900643712033,0,1,1.0856900643712033,1,0,0,0,1
20230101964119,0,3,0,7,61.48709296961175,1,6,8.78387042423025,0,1,0,0,0
20230101964121,0,4,0,7,43.20621512534146,0,2,6.947264641408647,0,0,0,1,0
20230101964135,0,3,0,4,11.590636224996905,0,1,2.897659056249226,1,0,1,0,0
20230101964145,0,2,0,2,16.817008179911824,0,2,8.408504089955912,0,0,1,0,0
20230101964149,0,3,0,6,50.54960045044928,0,3,8.424933408408213,1,0,1,0,0
20230101964167,0,5,0,4,29.566526995748205,3,2,8.129213236859139,0,1,0,0,0
20230101964188,1,4,0,23,109.47329761613129,0,5,5.481755729416018,0,0,0,0,1
20230101964216,0,5,0,28,170.0859315851938,0,7,7.286747757330271,1,0,1,0,0
20230101964229,0,6,0,1,11.533668826108128,1,1,11.533668826108128,1,0,1,0,0
20230101964244,0,3,0,37,115.66907150087476,0,2,3.183423970965848,0,0,0,1,0
20230101964247,0,3,0,4,35.79805351009422,0,3,8.949513377523555,0,0,1,0,0
20230101964282,1,4,0,8,34.55735099369468,0,1,6.576662509282857,1,1,0,0,0
20230101964291,0,4,0,11,77.83177123769988,0,2,7.628171719801218,0,0,0,1,0
20230101964292,1,2,0,1,10.328068777836522,0,1,10.328068777836522,1,1,0,0,0
20230101964296,0,4,0,25,95.6179606934748,0,5,5.421465673341026,0,0,0,0,1
20230101964304,0,3,0,1,11.597046000835524,0,1,11.597046000835524,1,0,1,0,0
20230101964342,0,2,0,2,17.16742455384321,0,2,8.583712276921606,0,0,1,0,0
20230101964345,1,4,0,23,96.47422562087631,0,5,5.116273536935328,1,0,1,0,0
20230101964350,0,4,0,1,10.245160527556513,0,1,10.245160527556513,1,0,1,0,0
20230101964363,1,4,0,1,10.377887752684266,0,1,10.377887752684266,1,1,0,0,0
20230101964365,1,4,0,8,60.20363739864363,0,4,8.010984769210095,0,0,1,0,0
20230101964368,1,4,0,2,10.118477957093951,0,1,5.059238978546976,0,0,0,0,1
20230101964373,1,3,0,6,17.665918232235512,0,2,2.9443197053725854,1,0,1,0,0
20230101964375,0,4,0,16,36.732422076171794,0,3,2.4407238231184234,1,0,1,0,0
20230101964376,0,3,0,9,28.53895668887044,0,2,4.5398188319268655,0,0,1,0,0
20230101964415,0,3,0,23,118.07122882478323,0,3,6.663624421645502,1,0,1,0,0
20230101964417,1,6,0,12,38.18354010837935,0,3,4.619363261668038,0,0,1,0,0
20230101964420,0,4,0,45,127.2947244444331,0,6,4.0842189488909195,0,0,1,0,0
20230101964427,0,5,0,2,18.4788060662967,0,2,9.23940303314835,0,0,0,1,0
20230101964434,0,3,0,23,122.1287862393477,0,6,6.36410063125215,1,0,1,0,0
20230101964470,0,4,0,1,8.56845648535378,0,1,8.56845648535378,1,0,1,0,0
20230101964471,0,4,0,2,16.150361852844824,0,2,8.075180926422412,0,1,0,0,0
20230101964473,0,3,0,3,11.517325769414713,1,1,3.8391085898049044,1,0,1,0,0
20230101964480,0,5,0,6,38.78384948957243,3,3,7.142897290052645,0,0,0,0,1
20230101964482,1,4,0,5,27.70276364648589,1,3,6.212865237019376,0,1,0,0,0
20230101964505,1,4,0,5,17.716865400359367,0,2,5.448972218891047,1,0,1,0,0
20230101964540,1,4,0,4,28.50730618600096,0,1,7.8440322541302265,0,0,1,0,0
20230101964547,1,5,0,2,9.485013189834325,0,1,4.742506594917162,0,0,0,1,0
20230101964556,1,3,0,14,94.35315722941858,0,6,8.026381632063352,1,0,1,0,0
20230101964566,1,4,0,19,70.52903217450864,0,4,5.585603672807577,0,1,0,0,0
20230101964569,1,4,0,21,88.85760250263276,0,4,6.341937122396193,1,1,0,0,0
20230101964572,1,3,0,12,71.05641367576095,1,5,6.589525885753382,0,1,0,0,0
20230101964576,1,5,0,1,10.377887752684266,0,1,10.377887752684266,1,1,0,0,0
20230101964589,1,3,0,9,44.97138041153461,0,3,5.904667105034872,1,0,1,0,0
20230101964603,0,6,0,1,9.135724578595394,0,1,9.135724578595394,0,0,0,0,1
20230101964612,1,3,0,8,60.62265692375273,0,3,8.015147765239403,0,0,1,0,0
20230101964617,0,5,0,19,119.32142854662749,0,6,7.1501470888952765,1,1,0,0,0
20230101964621,1,4,0,13,88.04800084815402,0,4,7.433561953355427,0,0,0,1,0
20230101964638,0,4,0,42,110.35724895247554,1,6,4.927172889356859,1,1,0,0,0
20230101964639,1,3,0,22,50.02020695312994,0,2,2.3288013648156567,0,0,1,0,0
20230101964640,1,3,0,3,26.024053233257753,0,3,8.674684411085918,1,0,1,0,0
20230101964642,1,5,0,8,43.23331981683387,0,4,7.2261626586708605,1,1,0,0,0
20230101964646,0,4,0,5,34.84973588475953,1,2,7.4927636073081345,0,0,0,0,1
20230101964665,1,4,0,2,9.613202094214232,0,1,4.806601047107116,0,0,0,0,1
20230101964666,0,4,0,14,76.6611336060769,0,4,6.13269221491992,1,1,0,0,0
20230101964675,1,5,0,2,10.526989863390185,0,1,5.263494931695092,1,0,0,0,1
20230101964676,0,5,0,1,9.013595294516504,0,1,9.013595294516504,1,0,0,1,0
20230101964697,1,3,0,2,19.02524389336832,0,2,9.51262194668416,0,0,1,0,0
20230101964706,1,4,0,1,9.084436955087028,0,1,9.084436955087028,1,0,1,0,0
20230101964707,0,4,0,15,96.07710609635642,0,6,7.149875928082166,0,0,1,0,0
20230101964708,0,5,0,3,27.736262301098677,1,2,9.245420767032892,0,0,0,0,1
20230101964720,1,3,0,1,11.771482491094766,1,1,11.771482491094766,0,0,1,0,0
20230101964725,1,4,0,1,9.536617962187329,0,1,9.536617962187329,1,1,0,0,0
20230101964780,1,3,0,14,101.911773624536,0,4,7.785609188145222,0,0,1,0,0
20230101964787,0,5,0,2,19.218660130138964,1,2,9.609330065069482,0,1,0,0,0
20230101964788,1,3,0,2,10.187199253484014,1,1,5.093599626742007,1,1,0,0,0
20230101964790,0,4,0,4,33.21259351715351,0,3,8.303148379288377,0,0,1,0,0
20230101964793,1,4,0,4,10.993513080266917,0,1,2.748378270066729,0,1,0,0,0
20230101964801,0,4,0,14,94.50933146739226,0,5,7.639825806404613,0,0,1,0,0
20230101964810,0,4,0,5,44.24623285441153,1,3,8.849246570882306,1,1,0,0,0
20230101964820,1,3,0,10,69.57195834839877,0,3,7.563779250093923,0,0,1,0,0
20230101964821,0,3,0,17,93.86472434278886,1,2,7.314189491100467,0,0,0,1,0
20230101964833,0,4,0,4,17.712359010021473,0,2,5.581004167988597,1,0,1,0,0
20230101964838,0,4,0,3,10.304576432243314,0,1,3.4348588107477713,0,0,1,0,0
20230101964854,0,2,0,15,109.99511735226838,0,7,7.75657126930282,1,0,1,0,0
20230101964865,1,4,0,4,11.279744203985432,0,1,2.819936050996358,0,0,1,0,0
20230101964877,1,4,0,1,11.452803841628848,1,1,11.452803841628848,0,0,1,0,0
20230101964886,0,4,0,5,36.99909107122897,0,3,8.1572706813673,0,0,0,0,1
20230101964887,0,4,0,3,27.982730006370176,0,2,9.327576668790059,1,1,0,0,0
20230101964905,0,4,0,20,132.40496163005866,0,7,7.223465725160939,1,0,1,0,0
20230101964909,1,3,0,3,28.15146020701021,3,1,9.383820069003404,0,1,0,0,0
20230101964910,0,4,0,6,38.82899165847494,1,3,8.021144386081899,0,1,0,0,0
20230101964911,0,3,0,2,18.868087865525332,0,1,9.434043932762666,0,0,0,1,0
20230101964912,0,3,0,2,16.812603105925398,0,2,8.406301552962699,0,0,1,0,0
20230101964916,1,3,0,2,15.084521102547178,0,2,7.542260551273589,0,0,1,0,0
20230101964918,0,2,0,6,40.387890371868025,0,1,7.188083628277916,0,1,0,0,0
20230101964919,0,4,0,20,67.93561542717006,0,5,5.291441657518554,0,0,1,0,0
20230101964922,0,4,0,6,44.30160811555666,1,4,7.831804409913443,1,0,0,1,0
20230101964925,0,4,0,17,85.21384692851484,1,6,6.567446566192008,0,1,0,0,0
20230101964939,1,3,0,3,27.957489938951095,3,1,9.319163312983699,0,1,0,0,0
20230101964943,1,4,0,15,89.5537012174286,1,5,6.658664809892943,0,0,1,0,0
20230101964949,1,2,0,9,62.509598859176606,0,3,7.5819439280091165,0,0,1,0,0
20230101964953,0,4,0,1,9.639326675125693,1,1,9.639326675125693,0,0,0,1,0
20230101964959,1,6,0,3,30.97069267779267,0,2,10.32356422593089,0,0,0,0,1
20230101964960,0,4,0,15,72.15116921986764,1,5,6.296322375657372,0,0,1,0,0
20230101964972,0,3,0,9,42.948004653185535,0,2,6.307451195846623,0,1,0,0,0
20230101964973,1,3,0,14,73.55777005824471,0,6,7.069194047169909,0,0,1,0,0
20230101964985,1,5,0,1,9.592059086354348,0,1,9.592059086354348,1,1,0,0,0
20230101964989,1,4,0,3,28.42205450125872,0,2,9.474018167086241,0,1,0,0,0
20230101964990,0,5,0,6,10.568260978408226,0,1,1.7613768297347043,0,1,0,0,0
20230101964999,0,3,0,2,16.398486456610488,0,2,8.199243228305244,0,1,0,0,0
20230101965008,0,4,0,3,18.608455886212482,0,2,7.0956436996018315,0,1,0,0,0
20230101965016,1,6,0,3,11.526019364481389,0,1,3.8420064548271298,0,0,0,0,1
20230101965030,0,3,0,5,43.79108127853262,0,4,8.758216255706525,0,0,1,0,0
20230101965034,1,3,0,11,93.60683961516858,0,3,8.509712692288053,1,0,1,0,0
20230101965043,1,5,0,10,19.20994814432744,1,2,2.3160920411785995,0,0,1,0,0
20230101965044,1,4,0,10,10.785952591926186,0,1,1.0785952591926187,0,0,0,1,0
20230101965049,0,3,0,2,17.647293882987697,0,2,8.823646941493848,0,0,1,0,0
20230101965058,0,4,0,8,62.64782674949602,1,4,8.218557807869171,0,0,1,0,0
20230101965061,1,4,0,2,19.278653350251385,2,2,9.639326675125693,0,1,0,0,0
20230101965066,0,4,0,15,92.39362801627148,0,4,7.703784125613481,0,0,1,0,0
20230101965072,0,3,0,15,128.20867751002635,1,7,8.54724516733509,1,0,1,0,0
20230101965073,1,6,0,1,9.96199228190869,0,1,9.96199228190869,1,1,0,0,0
20230101965075,1,4,0,1,10.25937718820102,0,1,10.25937718820102,0,0,0,0,1
20230101965082,0,4,0,18,51.07635286869447,0,3,5.0107660660439235,0,0,0,1,0
20230101965084,1,5,0,49,55.99574840138908,0,2,2.7859773006146944,0,1,0,0,0
20230101965086,1,5,0,5,10.920473936490946,0,1,2.1840947872981893,0,1,0,0,0
20230101965093,0,5,0,21,155.09082263563516,3,7,8.032295855697074,1,0,1,0,0
20230101965095,0,5,0,5,45.41020946421298,0,4,9.082041892842597,0,0,0,0,1
20230101965102,0,4,0,6,8.798605650854423,0,1,1.4664342751424038,1,0,1,0,0
20230101965104,0,3,0,11,19.791330237352096,0,1,5.3386631223033865,0,1,0,0,0
20230101965106,0,2,0,22,144.4082665306521,0,5,7.387542415085783,0,0,0,1,0
20230101965109,0,4,0,8,71.05039863544772,1,5,8.881299829430965,1,1,0,0,0
20230101965110,1,4,0,22,127.91493411166765,0,7,6.898733124969501,1,1,0,0,0
20230101965114,0,5,0,2,11.15165426010308,0,1,5.57582713005154,1,1,0,0,0
20230101965116,0,2,0,2,19.087156580398325,1,1,9.543578290199163,1,0,0,1,0
20230101965143,0,4,0,2,9.937937287265354,1,1,4.968968643632677,1,1,0,0,0
20230101965152,0,4,0,8,70.98021552231114,0,6,8.872526940288893,0,0,0,0,1
20230101965159,0,3,0,12,38.27431817511115,0,3,4.608107289545546,0,0,0,1,0
20230101965164,0,3,0,22,109.96392069371393,0,4,6.49341498013751,0,0,0,1,0
20230101965168,0,5,0,4,19.186198031381124,0,2,4.796549507845281,0,0,1,0,0
20230101965193,0,4,0,2,10.28517213197889,0,1,5.142586065989445,1,1,0,0,0
20230101965197,0,4,0,13,108.87264644575642,0,6,8.374818957365878,1,0,1,0,0
20230101965198,1,5,0,3,19.58502950155697,2,1,7.2256296972625496,0,1,0,0,0
20230101965204,0,2,0,3,10.043988352323694,1,1,3.3479961174412316,1,1,0,0,0
20230101965205,1,4,0,10,58.88751123323017,2,5,7.056004760415058,1,1,0,0,0
20230101965207,0,4,0,2,10.357774570341576,0,1,5.178887285170788,0,1,0,0,0
20230101965217,0,3,0,7,59.115764401231246,0,3,8.445109200175892,0,0,1,0,0
20230101965222,0,4,0,23,126.27012714321185,0,5,6.844932873938936,0,0,0,0,1
20230101965225,0,6,0,15,54.37595163848123,0,3,4.376703103029191,1,1,0,0,0
20230101965227,0,4,0,11,53.28364876300746,0,4,6.087538201427308,1,0,1,0,0
20230101965237,0,4,0,17,53.65812199648618,0,4,5.951528427531234,0,0,0,1,0
20230101965239,0,4,0,1,8.161375023197486,0,1,8.161375023197486,1,1,0,0,0
20230101965240,0,4,0,6,50.73118505046044,0,3,8.455197508410073,1,0,1,0,0
20230101965250,1,4,0,13,55.7193445134272,0,3,4.818218895027153,0,0,1,0,0
20230101965260,1,5,0,8,74.219395591504,4,6,9.277424448938,1,1,0,0,0
20230101965265,1,4,0,2,12.464625810822277,1,1,6.232312905411138,0,0,1,0,0
20230101965274,0,5,0,6,38.35684630466651,0,2,7.764320018622769,1,0,1,0,0
20230101965282,1,3,0,6,35.197288343176176,0,1,6.533280101937103,0,0,1,0,0
20230101965285,1,5,0,13,81.06689845693883,0,2,7.086542798882777,0,1,0,0,0
20230101965289,1,5,0,3,28.036018937183215,0,2,9.345339645727739,0,0,0,0,1
20230101965294,1,5,0,12,55.603694069220786,0,4,5.679393691846784,0,0,1,0,0
20230101965298,1,3,0,6,53.9519614784303,3,5,8.991993579738383,0,1,0,0,0
20230101965303,1,3,0,2,9.672941671455156,0,1,4.836470835727578,1,0,0,0,1
20230101965310,0,4,0,3,25.457097979073314,0,3,8.485699326357771,0,0,1,0,0
20230101965316,0,4,0,14,92.55174205901102,1,5,7.2749550909478895,0,0,1,0,0
20230101965321,0,2,0,14,66.10742297340565,0,1,5.108261211586429,1,0,0,1,0
20230101965322,1,3,0,1,10.372897255442528,0,1,10.372897255442528,0,1,0,0,0
20230101965328,0,4,0,6,11.552540331204208,1,1,1.9254233885340346,0,0,0,1,0
20230101965344,0,4,0,1,8.217708406845306,0,1,8.217708406845306,0,0,1,0,0
20230101965347,0,4,0,17,148.05944211935997,4,8,8.709378948197646,1,1,0,0,0
20230101965349,1,5,0,2,12.279922370055132,1,1,6.139961185027566,1,0,1,0,0
20230101965372,1,4,0,9,60.63670543236582,0,3,7.339368448363134,1,0,1,0,0
20230101965374,0,4,0,7,45.075519172952035,0,4,7.070212296814061,0,0,1,0,0
20230101965375,0,3,0,1,10.41873339273561,1,1,10.41873339273561,1,0,1,0,0
20230101965388,1,5,0,5,18.633675627305905,0,2,5.581905078949344,1,0,1,0,0
20230101965419,1,4,0,4,36.99640225637709,0,4,9.249100564094272,0,1,0,0,0
20230101965420,0,3,0,9,60.20052170441826,0,5,7.239286148046675,0,0,1,0,0
20230101965421,1,3,0,10,61.40309312811958,1,4,7.798331533428889,1,0,1,0,0
20230101965423,0,4,0,10,10.634099097078431,0,1,1.063409909707843,1,0,1,0,0
20230101965440,1,4,0,8,35.052100720829515,0,4,6.74381554473287,0,0,1,0,0
20230101965449,1,3,0,2,12.83468397161566,1,1,6.41734198580783,0,0,1,0,0
20230101965452,0,3,0,5,18.68857342162042,0,2,5.741926565918301,0,1,0,0,0
20230101965456,0,4,0,3,27.454544394504218,2,3,9.151514798168073,1,1,0,0,0
20230101965458,0,4,0,2,8.981932990986873,0,1,4.490966495493437,0,1,0,0,0
20230101965469,0,4,0,13,10.561292488948782,0,1,0.8124071145345216,0,0,0,1,0
20230101965472,0,4,0,29,77.99537666551171,0,3,4.459606503777817,1,0,0,1,0
20230101965475,0,2,0,6,28.397756368405613,0,3,6.954986879105895,0,0,0,0,1
20230101965476,0,4,0,2,8.380456667842767,0,1,4.190228333921383,0,0,0,0,1
20230101965484,1,2,0,11,92.28064378102441,0,5,8.389149434638583,1,1,0,0,0
20230101965492,1,3,0,4,33.87871289180481,0,4,8.469678222951202,0,1,0,0,0
20230101965495,0,4,0,15,114.10224351295378,0,6,7.856767164040927,1,1,0,0,0
20230101965510,1,3,0,1,8.102889134640868,0,1,8.102889134640868,1,0,0,1,0
20230101965518,1,5,0,8,47.02603363644355,0,4,7.118021323575917,1,1,0,0,0
20230101965532,0,4,0,17,85.77164750716021,0,3,5.551947995590012,0,0,0,1,0
20230101965542,0,2,0,11,78.19593469855688,0,3,7.669154998538041,0,0,1,0,0
20230101965557,0,4,0,2,16.448930599314494,0,1,8.224465299657247,0,0,0,1,0
20230101965561,1,5,0,1,9.41336284529417,0,1,9.41336284529417,1,1,0,0,0
20230101965562,0,3,0,23,171.8615760555855,2,7,7.949848558571548,1,0,1,0,0
20230101965564,1,4,0,1,9.566685261452934,1,1,9.566685261452934,0,1,0,0,0
20230101965568,1,4,0,19,123.4027326577611,0,7,7.14211213939987,0,1,0,0,0
20230101965579,0,4,0,1,9.41336284529417,0,1,9.41336284529417,1,1,0,0,0
20230101965590,0,4,0,20,10.773964685870736,0,1,0.5386982342935368,0,0,0,1,0
20230101965607,0,4,0,1,8.673855001429615,0,1,8.673855001429615,1,0,1,0,0
20230101965609,1,3,0,19,46.067758732307595,0,2,4.780636775306786,1,1,0,0,0
20230101965617,1,4,0,4,38.18053318931439,2,3,9.545133297328597,0,1,0,0,0
20230101965630,1,4,0,24,12.855270550887722,1,1,0.5356362729536551,0,0,1,0,0
20230101965633,0,3,0,19,86.17104774120935,0,4,6.694009895498337,1,0,1,0,0
20230101965635,0,3,0,11,82.32155617047303,0,6,7.800593821674458,1,0,1,0,0
20230101965641,1,2,0,1,9.41336284529417,0,1,9.41336284529417,1,1,0,0,0
20230101965651,0,4,0,3,29.122607533668074,3,3,9.707535844556025,0,1,0,0,0
20230101965653,0,5,0,5,28.587237439945795,0,3,6.1879919710672295,0,0,1,0,0
20230101965659,0,3,0,19,106.68054681206958,0,8,6.997091051527753,0,0,1,0,0
20230101965663,0,4,0,21,119.77178136414162,0,7,6.595276282453287,0,0,1,0,0
20230101965673,1,5,0,4,33.77458167918651,1,4,8.443645419796628,1,0,0,0,1
20230101965687,1,5,0,1,9.41336284529417,0,1,9.41336284529417,1,1,0,0,0
20230101965694,0,4,0,18,53.280168026326436,0,4,5.227668831355066,0,0,1,0,0
20230101965703,0,4,0,4,27.361995662324667,0,3,7.428135272899097,0,0,1,0,0
20230101965730,0,3,0,4,33.871711630153804,0,3,8.467927907538451,0,0,1,0,0
20230101965736,1,4,0,9,59.91037319271193,0,3,7.23767196176882,1,0,1,0,0
20230101965754,1,3,0,1,9.592059086354348,1,1,9.592059086354348,1,0,0,0,1
20230101965766,0,4,0,36,173.60478588599685,1,6,6.994101494139288,1,0,1,0,0
20230101965767,1,5,0,12,28.377503280321406,1,3,6.543100094007602,0,1,0,0,0
20230101965779,1,3,0,6,35.83850802799863,0,3,7.351334353757341,0,0,1,0,0
20230101965791,1,3,0,2,10.950824090522444,0,1,5.475412045261222,0,0,0,0,1
20230101965794,0,3,0,7,51.40108000780734,0,4,7.793067078319422,0,0,1,0,0
20230101965796,0,3,0,3,26.65841720739848,0,3,8.886139069132826,0,0,1,0,0
20230101965806,1,4,0,13,78.97489482770516,0,5,6.790528985407797,1,1,0,0,0
20230101965815,1,3,0,3,10.57801240896798,0,1,3.52600413632266,0,0,0,0,1
20230101965832,0,4,0,19,82.11192034083031,0,5,5.865993109423164,1,0,1,0,0
