scd,gender,age_grp,order_date,total_qty,total_amt,most_product,event_product,num_category,prime_yn
20230101964628,0,4,0,19,83.98205744418777,3,0,9,1
20230101964632,1,3,0,3,29.301843292740706,0,2,3,1
20230101964648,0,4,0,8,22.81852779072687,1,2,2,1
20230101964650,1,3,0,2,10.990448898463375,0,0,1,1
20230101964653,1,3,0,5,22.469391739654426,0,2,2,0
20230101964664,1,3,0,18,97.83536906388672,0,0,10,1
20230101964671,1,5,0,11,38.77535947450458,0,0,4,1
20230101964677,1,3,0,5,47.577375744410396,0,2,5,1
20230101964678,1,4,0,6,22.065950332239566,1,2,2,0
20230101964683,1,3,0,1,12.086291990961044,1,1,1,1
20230101964684,0,4,0,1,9.89802264710506,3,0,1,0
20230101964688,1,4,0,5,9.50383054471094,0,0,1,0
20230101964694,1,4,0,21,60.64403651522231,2,0,7,1
20230101964713,1,3,0,1,9.883947890661512,1,0,1,1
20230101964764,0,2,0,3,26.846059758440017,0,0,3,0
20230101964782,0,3,0,19,36.89133460024183,2,0,4,1
20230101964783,0,4,0,2,11.540705987980957,2,1,1,0
20230101964784,0,3,0,3,11.04517529477736,3,0,1,0
20230101964786,1,5,0,15,19.69665636214039,0,0,2,0
20230101964796,0,3,0,23,129.23056813496865,1,0,15,1
20230101964798,1,3,0,13,73.69472206257001,1,0,8,1
20230101964813,1,4,0,1,10.34512385694912,0,0,1,0
20230101964816,0,3,0,2,20.147510835223827,0,0,2,1
20230101964817,0,2,0,5,41.90309012792285,1,4,4,1
20230101964828,0,3,0,11,32.923199245318465,1,3,3,1
20230101964852,0,2,0,26,35.279165377055335,1,3,3,1
20230101964855,0,4,0,13,90.43489971152447,0,2,10,1
20230101964860,1,3,0,1,9.89877647280601,3,0,1,1
20230101964885,1,3,0,14,74.4517510811842,2,0,8,0
20230101964902,0,3,0,5,43.738188826888546,1,1,5,1
20230101964934,0,4,0,35,173.7540689436358,0,0,20,0
20230101964940,0,2,0,11,55.13302583895686,1,5,5,1
20230101964962,1,3,0,20,13.272056709428735,1,1,1,1
20230101964992,0,5,0,5,37.98807850815256,0,0,4,0
20230101964998,0,6,0,1,9.51148146411212,0,0,1,1
20230101965017,0,2,0,5,26.015427648584787,0,0,3,0
20230101965040,1,4,0,1,11.701634909033103,1,1,1,0
20230101965070,0,4,0,7,41.69594414844486,1,4,4,1
20230101965094,1,3,0,3,27.640456799110943,0,2,3,0
20230101965096,0,4,0,6,56.47554991134351,0,2,6,1
20230101965099,1,3,0,15,40.53214645369677,0,0,4,1
20230101965105,1,3,0,7,61.2795573592308,1,0,7,1
20230101965111,0,5,0,20,12.626245725843887,1,1,1,1
20230101965134,1,5,0,15,13.028999502319577,1,1,1,1
20230101965142,1,3,0,3,20.159339707823037,1,2,2,1
20230101965163,1,5,0,19,76.40095404379537,2,0,9,1
20230101965171,0,3,0,14,74.52167827501944,0,1,8,1
20230101965180,1,2,0,30,215.7069403469504,1,0,24,1
20230101965195,1,4,0,2,17.934322097566938,3,0,2,0
20230101965199,1,3,0,5,11.169758871056288,3,0,1,1
20230101965214,1,3,0,1,9.559305672844864,0,0,1,0
20230101965275,0,2,0,1,10.847568533391785,2,1,1,0
20230101965284,0,2,0,18,91.75605821970343,1,0,10,1
20230101965329,1,3,0,3,10.338155412452387,0,0,1,1
20230101965346,1,3,0,20,88.82138687364403,1,8,8,1
20230101965348,1,2,0,7,46.22410137611043,3,0,5,0
20230101965355,1,3,0,2,10.20459164531955,0,0,1,1
20230101965366,0,4,0,41,75.94024840332547,1,0,8,1
20230101965404,1,3,0,13,53.667799586651704,2,0,6,0
20230101965425,1,2,0,69,204.6635925303714,1,1,23,1
20230101965429,1,4,0,1,9.772638274111136,3,0,1,1
20230101965445,1,3,0,7,51.28001843002559,1,5,5,1
20230101965486,1,2,0,13,47.57938234459441,3,0,5,1
20230101965504,1,3,0,15,63.30057629190052,3,0,7,0
20230101965507,1,4,0,4,38.43864824527473,1,0,4,0
20230101965529,0,2,0,1,10.710967378552104,1,1,1,1
20230101965559,1,3,0,4,20.390132986164595,3,0,2,1
20230101965565,0,4,0,5,12.32038745160309,1,1,1,1
20230101965570,0,5,0,4,23.372253660938036,1,0,2,1
20230101965572,0,4,0,2,18.633001135609145,0,2,2,1
20230101965592,1,2,0,6,30.466602738433558,0,2,3,0
20230101965608,1,4,0,3,10.80458342502774,2,1,1,0
20230101965615,1,2,0,18,64.89658232713204,1,0,8,1
20230101965656,0,3,0,9,33.77267834674365,1,3,3,1
20230101965658,0,3,0,13,19.992580566029137,0,0,2,1
20230101965661,1,5,0,1,11.244588398782223,1,1,1,1
20230101965682,0,5,0,10,18.91142994426343,2,0,2,1
20230101965701,1,3,0,2,22.541274377261136,1,0,2,0
20230101965719,0,3,0,27,143.67420368384336,2,0,16,0
20230101965725,1,2,0,1,10.043032079974024,1,0,1,1
20230101965784,1,2,0,10,53.96688096796861,1,5,5,1
20230101965812,0,4,0,17,128.5597394844642,0,7,14,1
20230101965824,1,6,0,8,57.967378988910916,2,0,6,0
20230101965838,1,2,0,13,67.84880335978464,0,1,7,0
20230101965843,0,2,0,1,11.26192241677694,1,1,1,0
20230101965847,1,3,0,3,17.9833434099004,3,0,2,1
20230101965852,0,5,0,9,29.795741246441487,1,0,3,1
20230101965861,1,2,0,8,52.56992063984918,3,0,6,1
20230101965899,0,2,0,1,10.715106420466311,3,0,1,0
20230101965931,0,3,0,25,47.08084539672532,3,0,5,1
20230101965938,0,5,0,3,27.284783373433797,3,0,3,1
20230101965945,1,3,0,35,14.475993007876877,1,1,1,1
20230101965959,1,3,0,1,10.671487070998,1,1,1,0
20230101965966,1,2,0,3,26.078825069764093,0,0,3,0
20230101965975,0,3,0,15,82.5307639357284,3,0,9,0
20230101965982,0,3,0,3,29.343148361322633,0,2,3,0
20230101965993,1,3,0,30,46.88336259868948,2,0,5,1
20230101965999,1,4,0,7,20.131999364731584,0,0,2,1
20230101966012,0,5,0,3,22.38858866049332,1,2,2,1
20230101966014,0,4,0,7,64.20374636120627,1,1,7,1
20230101966017,1,3,0,22,44.77558506243288,1,2,5,1
20230101966030,1,4,0,18,67.57674134868697,1,0,8,0
20230101966033,1,3,0,5,28.09374225262104,0,0,3,1
20230101966054,1,2,0,13,12.586223364451625,3,0,1,0
20230101966062,1,5,0,1,10.028003427233696,0,0,1,1
20230101966075,1,2,0,6,11.848139767867323,1,1,1,1
20230101966078,0,2,0,16,86.41319494111055,2,0,10,1
20230101966082,1,6,0,1,9.881395306061313,3,0,1,1
20230101966084,0,2,0,13,76.47521421846362,1,7,7,1
20230101966157,1,3,0,5,11.01582192792268,2,1,1,1
20230101966158,1,4,0,8,55.9220076945011,1,0,6,0
20230101966159,0,4,0,1,9.00601857490256,3,0,1,1
20230101966160,1,4,0,1,10.710967378552104,1,1,1,1
20230101966169,1,4,0,1,8.503702601233739,1,0,1,0
20230101966189,0,4,0,20,140.0742523998629,1,0,16,0
20230101966190,1,3,0,18,26.305554136773743,1,0,3,1
20230101966241,1,3,0,3,26.59197246326243,0,0,3,1
20230101966252,0,2,0,8,12.112426580318774,1,1,1,1
20230101966258,0,2,0,23,181.42364133590544,2,0,22,1
20230101966265,0,2,0,7,37.1077271740334,0,0,4,1
20230101966269,1,3,0,35,35.38499469152127,1,2,3,0
20230101966345,1,4,0,1,9.021839764105511,1,0,1,0
20230101966357,0,5,0,10,11.074746031189092,3,0,1,0
20230101966359,0,2,0,59,180.26365100834798,0,0,20,0
20230101966370,1,5,0,15,12.753951249998872,1,1,1,1
20230101966389,0,3,0,2,17.667794854039627,0,0,2,1
20230101966395,1,2,0,1,11.031642462085092,0,1,1,0
20230101966401,0,3,0,5,36.1873255060342,0,0,4,1
20230101966428,1,5,0,2,16.624329106842815,0,0,2,1
20230101966459,0,3,0,7,47.017706553615035,2,0,5,1
20230101966476,1,5,0,10,10.196940441748334,2,0,1,0
20230101966491,1,3,0,1,9.915860688599269,3,0,1,1
20230101966494,0,2,0,1,10.627430633893226,1,1,1,1
20230101966498,1,2,0,32,81.48616209723986,2,0,9,1
20230101966502,1,4,0,3,11.784661065592324,1,1,1,0
20230101966515,1,3,0,2,10.465813949164522,2,1,1,1
20230101966528,0,4,0,7,47.117466275627635,2,1,5,1
20230101966530,1,3,0,2,23.265797076559487,3,0,2,0
20230101966537,1,4,0,4,26.070547737960496,1,0,3,1
20230101966541,1,4,0,3,11.174300913780872,1,1,1,0
20230101966552,0,2,0,10,33.14468462874153,1,3,3,0
20230101966554,1,4,0,1,9.587063011218692,3,0,1,1
20230101966556,0,3,0,1,10.033726029459856,3,0,1,0
20230101966584,1,4,0,6,22.194271154031934,1,2,2,1
20230101966586,1,3,0,20,10.37913149526554,2,0,1,1
20230101966600,1,4,0,3,11.174300913780872,1,1,1,0
20230101966602,1,3,0,1,7.952966790923131,0,0,1,1
20230101966605,1,4,0,1,10.809748150372926,1,1,1,0
20230101966618,1,4,0,32,90.87486675927335,3,1,10,0
20230101966647,0,5,0,1,10.405201793433656,3,0,1,0
20230101966649,1,2,0,5,29.64046374598084,0,1,3,0
20230101966654,0,3,0,1,10.297318579745925,0,0,1,1
20230101966656,1,3,0,11,29.158219865477427,3,0,3,1
20230101966662,1,4,0,14,24.246452512876196,1,2,2,0
20230101966668,1,3,0,5,28.40468644334983,2,0,3,0
20230101966681,0,3,0,9,65.03939136717206,0,4,7,1
20230101966713,1,3,0,11,33.00757346436514,1,3,3,0
20230101966717,1,4,0,6,52.24417716126966,0,0,6,0
20230101966737,1,3,0,4,11.9750796175225,1,0,1,1
20230101966755,1,5,0,5,11.465424968821374,1,1,1,1
20230101966764,1,6,0,26,212.0744262997134,0,0,25,1
20230101966768,1,3,0,1,10.710967378552104,1,1,1,1
20230101966770,0,2,0,1,10.217202802034723,1,1,1,1
20230101966773,1,3,0,5,30.336494261176014,0,1,3,1
20230101966782,1,3,0,1,10.513497659473217,3,0,1,1
20230101966823,1,5,0,1,10.799759233696244,2,1,1,1
20230101966827,1,4,0,2,10.76884282073053,1,1,1,0
20230101966853,0,5,0,3,29.793165173209943,3,0,3,1
20230101966873,0,2,0,9,48.083599212556805,0,1,5,0
20230101966917,0,3,0,6,45.00508692107147,0,0,5,1
20230101966920,0,3,0,18,113.59612928917622,0,0,13,0
20230101966930,0,3,0,6,31.67307672918154,1,3,3,1
20230101966933,1,2,0,20,11.35558135824538,0,0,1,1
20230101966945,1,5,0,2,11.320565693461432,1,1,1,1
20230101966972,1,5,0,6,61.448259415689186,1,6,6,0
20230101966975,0,3,0,21,104.97188418652483,3,0,12,0
20230101966979,0,3,0,12,47.8374937852742,0,1,5,1
20230101967005,0,3,0,2,20.13329463227386,2,1,2,0
20230101967006,1,3,0,11,95.38008629744097,1,0,11,1
20230101967126,1,2,0,1,10.03192474171143,1,1,1,1
20230101967153,0,2,0,1,10.799759233696244,2,1,1,1
20230101967157,1,3,0,4,27.201467353017726,1,0,3,0
20230101967165,0,4,0,3,19.50759376563639,2,0,2,0
20230101967175,0,3,0,6,21.29980540414544,0,2,2,1
20230101967177,1,4,0,10,56.41441201132139,0,0,6,1
20230101967200,0,3,0,1,10.510886194753596,1,1,1,1
20230101967204,1,2,0,17,41.113148979967775,0,0,4,0
20230101967206,1,3,0,24,79.65726715944139,0,0,9,1
20230101967216,1,4,0,5,23.43338672276716,1,2,2,0
20230101967228,1,3,0,4,21.45043529506104,1,2,2,0
20230101967239,1,3,0,6,37.3321170504218,1,0,4,0
20230101967244,1,5,0,14,83.95803866362346,1,4,9,1
20230101967280,0,4,0,17,89.82124800281936,3,0,10,1
20230101967288,1,3,0,7,51.602265025299964,0,0,6,1
20230101967296,1,4,0,1,10.34512385694912,0,0,1,0
20230101967300,1,3,0,5,11.270802947058217,3,0,1,1
20230101967305,0,3,0,11,70.16368802916148,1,0,8,1
20230101967307,1,4,0,2,10.990448898463375,0,0,1,1
20230101967314,1,4,0,1,11.364344246857838,3,0,1,1
20230101967315,0,2,0,6,11.824746338150312,1,1,1,1
20230101967337,1,3,0,1,10.035524078403878,1,1,1,1
20230101967349,1,3,0,1,10.6389516097231,1,1,1,1
20230101967373,1,4,0,3,11.031286405889189,3,0,1,1
20230101967385,1,4,0,10,21.42487606517923,1,0,2,0
20230101967392,0,2,0,2,19.623201922178765,0,0,2,0
20230101967396,1,2,0,1,8.53954159508,2,0,1,0
20230101967406,0,4,0,15,58.03349184028063,0,1,6,1
20230101967410,1,4,0,4,20.56950390571329,2,2,2,1
20230101967416,0,2,0,12,75.93885671782586,2,0,9,0
20230101967425,0,2,0,21,133.79769959195553,2,1,15,0
20230101967430,1,4,0,7,31.582906000832608,1,3,3,1
20230101967440,0,3,0,20,11.999023875547254,3,0,1,1
20230101967485,0,3,0,3,29.050290364172746,0,0,3,1
20230101967487,1,4,0,1,10.235880049754966,0,0,1,1
20230101967501,0,4,0,23,162.3386324360047,0,0,18,1
20230101967525,1,4,0,6,46.74279879058304,0,3,5,1
20230101967536,0,4,0,3,11.649194357221214,1,1,1,0
20230101967555,0,4,0,1,12.107273887707487,1,1,1,1
20230101967574,0,4,0,2,20.157953824534736,0,0,2,1
20230101967632,1,4,0,4,28.231011418988828,0,3,3,1
20230101967642,1,4,0,2,10.726148691628156,1,1,1,1
20230101967654,1,3,0,33,74.73523708051012,2,0,8,0
20230101967680,0,5,0,1,9.51148146411212,0,0,1,1
20230101967709,0,3,0,2,20.60549865478936,3,0,2,1
20230101967713,1,3,0,1,10.607178946971745,1,1,1,1
20230101967789,1,3,0,4,20.542190182094203,1,2,2,1
20230101967823,1,4,0,1,11.659939309494137,1,1,1,1
20230101967824,1,3,0,5,41.49197171091806,1,4,4,1
20230101967836,1,4,0,4,11.472613756898362,1,1,1,1
20230101967851,1,5,0,12,13.17812537226052,1,1,1,1
20230101967858,1,4,0,1,10.50413559859915,1,0,1,1
20230101967874,1,3,0,3,25.64004042612721,0,0,3,1
20230101967892,0,5,0,7,27.964326802969303,0,0,3,1
20230101967913,1,4,0,12,56.525336675772316,1,4,5,1
20230101967921,1,2,0,1,9.3180281773931,3,0,1,1
20230101967937,1,3,0,40,107.0629563605093,0,0,11,0
20230101967953,1,5,0,1,10.05414642882124,1,0,1,1
20230101967955,1,4,0,1,10.033023473885162,1,1,1,1
20230101967991,1,4,0,1,10.199918739620156,1,1,1,0
20230101968031,1,4,0,17,37.56882686028968,2,0,4,1
20230101968054,1,3,0,1,10.49601297178542,3,0,1,1
20230101968087,1,4,0,18,46.233787630901084,2,0,5,0
20230101968095,1,3,0,3,18.395462930968414,0,0,2,1
20230101968099,0,4,0,13,34.195956852137726,1,3,3,0
20230101968108,1,3,0,1,9.40079542866686,0,0,1,1
20230101968131,0,4,0,18,84.69436210936419,1,1,9,0
20230101968137,1,3,0,2,20.246969686449845,1,2,2,1
20230101968143,0,4,0,19,46.68510562340947,0,0,5,0
20230101968149,1,5,0,2,11.145001776175004,1,0,1,0
20230101968152,0,4,0,11,64.63978837672069,0,0,7,0
20230101968155,1,2,0,14,88.4524240515072,2,0,10,0
20230101968178,0,5,0,7,19.72411074548886,0,0,2,1
20230101968192,0,5,0,1,11.659939309494137,1,1,1,1
20230101968194,1,4,0,12,23.531757867719513,0,1,2,0
20230101968209,1,2,0,9,29.137094869496767,2,0,3,1
20230101968211,1,4,0,3,27.39281478709718,0,0,3,0
20230101968228,0,3,0,11,77.859811136212,2,0,9,1
20230101968243,0,3,0,5,46.50825142931322,1,0,5,0
20230101968371,0,4,0,1,10.403353336065775,0,1,1,1
20230101968388,1,3,0,5,41.12989319008213,1,4,4,1
20230101968406,1,2,0,1,9.883947890661512,1,0,1,1
20230101968418,0,2,0,1,10.283669040109793,0,0,1,0
20230101968446,1,2,0,3,27.76667091494908,1,0,3,0
20230101968471,0,5,0,3,11.046387822247668,3,0,1,0
20230101968482,1,3,0,8,65.44451807288297,0,0,7,1
20230101968493,0,4,0,4,29.418835979321713,0,1,3,1
20230101968510,1,2,0,11,76.95785018892866,2,0,9,0
20230101968528,1,3,0,4,11.604711259600755,1,1,1,0
20230101968561,0,5,0,4,26.602222084131256,3,0,3,1
20230101968577,1,3,0,44,108.9745815511441,0,0,11,0
20230101968621,1,3,0,3,28.305653380883072,0,0,3,0
20230101968634,0,3,0,9,60.14756849200003,3,0,7,1
20230101968644,1,4,0,6,11.947412014138797,1,1,1,1
20230101968677,0,2,0,20,10.62427421889949,2,0,1,1
20230101968681,0,3,0,5,20.16864280866762,0,0,2,1
20230101968693,0,5,0,1,8.399535147948004,3,0,1,1
20230101968701,1,3,0,8,44.74826449798565,1,0,5,1
20230101968753,1,6,0,2,11.108305000050551,1,0,1,1
20230101968756,1,4,0,6,35.8380534707468,1,0,4,0
20230101968758,1,6,0,5,25.690413510611634,0,0,3,0
20230101968782,1,5,0,9,12.890443930318009,1,1,1,1
20230101968796,1,4,0,2,9.744784861340808,1,0,1,0
20230101968822,1,2,0,1,9.945109227226949,1,0,1,1
20230101968860,1,3,0,2,10.95135025862775,0,1,1,0
20230101968893,1,4,0,3,26.37562524988337,0,0,3,1
20230101968894,1,3,0,4,21.50208496385914,1,2,2,0
20230101968928,0,2,0,13,100.39634052462571,0,3,11,0
20230101968932,1,4,0,3,26.55069287621762,1,0,3,1
20230101968938,1,4,0,5,11.78440955557823,1,1,1,0
20230101968947,1,5,0,12,68.19400278516495,0,0,7,0
20230101968963,1,4,0,14,24.387363336788503,1,2,2,0
20230101968978,1,3,0,27,76.55266706149345,0,2,8,1
20230101968980,1,5,0,4,38.310271439652446,1,0,4,0
20230101968992,0,2,0,1,10.283669040109793,0,0,1,0
20230101969014,0,3,0,20,79.73522641092069,2,0,9,0
20230101969026,0,3,0,6,30.586109966031998,0,1,3,1
20230101969034,1,3,0,3,11.770083894871716,1,1,1,0
20230101969040,1,4,0,9,29.02354362869508,1,0,3,1
20230101969048,0,5,0,9,67.71461548379575,0,0,7,1
20230101969071,1,3,0,32,148.14993914199658,1,3,16,1
20230101969084,0,4,0,2,17.014986699943293,2,0,2,0
20230101969127,1,4,0,2,9.130539301772629,0,0,1,1
20230101969129,1,4,0,6,51.58688857595961,3,0,6,1
20230101969137,1,3,0,4,35.65055906577116,0,1,4,1
20230101969155,1,4,0,2,9.368796057668156,2,0,1,1
20230101969171,0,4,0,6,53.2565622474358,3,0,6,0
20230101969192,1,4,0,25,182.94602067760007,0,0,21,0
20230101969223,0,4,0,2,11.502885230075814,1,1,1,0
20230101969235,1,3,0,1,8.727129915243166,2,0,1,1
20230101969238,1,2,0,5,12.363529283223176,1,1,1,0
20230101969240,1,3,0,1,10.283669040109793,0,0,1,0
20230101969258,0,3,0,12,28.134838663140453,0,0,3,1
20230101969287,0,2,0,1,10.077608912764743,3,0,1,1
20230101969294,0,2,0,1,10.847568533391785,2,1,1,0
20230101969296,1,6,0,3,11.162445577694408,1,1,1,1
20230101969326,1,2,0,2,11.447244958682427,1,1,1,0
20230101969328,1,4,0,13,113.66891112773314,1,0,13,1
20230101969342,0,2,0,12,79.74858878430842,2,0,9,0
20230101969343,0,4,0,7,29.372245756553255,0,2,3,1
20230101969360,0,5,0,2,10.990448898463375,0,0,1,1
20230101969362,1,5,0,7,18.511707298483927,3,0,2,1
20230101969380,0,3,0,2,20.261478275192072,0,0,2,0
20230101969393,1,3,0,2,17.40676750841248,0,0,2,0
20230101969403,1,3,0,10,10.090838109351523,2,0,1,0
20230101969412,0,4,0,2,10.515831319492468,1,0,1,1
20230101969414,1,3,0,4,38.229811089980274,0,2,4,0
20230101969433,1,5,0,10,39.541908417460384,1,0,4,0
20230101969459,1,3,0,1,9.907379967251472,3,0,1,1
20230101969484,1,4,0,13,71.87490038029887,3,0,8,1
20230101969498,1,3,0,1,10.35134142713608,1,1,1,1
20230101969521,1,5,0,13,106.13428641577772,0,2,12,1
20230101969522,1,3,0,10,87.71785123006772,0,2,10,1
20230101969533,1,3,0,19,104.08244429571161,0,2,12,1
20230101969551,1,3,0,1,9.41058370340406,2,1,1,1
20230101969553,0,2,0,2,19.851685441383932,1,2,2,1
20230101969573,0,2,0,6,11.808784018706143,1,1,1,1
20230101969588,1,3,0,5,33.17155413542213,1,3,3,0
20230101969598,1,2,0,2,10.726148691628156,1,1,1,1
20230101969615,0,2,0,1,11.364344246857838,3,0,1,1
20230101969644,1,5,0,6,12.27969943050334,1,1,1,0
20230101969659,1,3,0,5,31.689508506041026,3,3,3,0
20230101969662,0,3,0,2,19.02191612915267,1,0,2,1
20230101969678,1,3,0,12,20.295221617966327,2,0,2,0
20230101969700,0,5,0,6,12.07956226212183,1,0,1,0
20230101969702,0,5,0,6,36.99177087327665,3,1,4,0
20230101969714,1,5,0,3,29.884684572123266,0,0,3,0
20230101969721,1,4,0,13,60.162805217369744,2,0,7,0
20230101969748,0,4,0,10,12.6058080367833,1,1,1,1
20230101969765,1,4,0,2,20.39807490049116,1,0,2,1
20230101969787,0,5,0,3,10.884460545216813,0,1,1,0
20230101969793,0,5,0,2,11.038254962793788,0,0,1,0
20230101969800,0,4,0,27,186.64657308806935,2,0,22,1
20230101969801,1,4,0,5,48.08840368206757,3,0,5,1
