net_order_qty,net_order_amt,gender,employee_yn,age_grp,weekday2,event_product,category_count,prime_yn,most_product_0,most_product_1,most_product_2,most_product_3
1,9.98345333417401,1,1,4,0,0,1,1,1,0,0,0
1,9.98345333417401,1,1,4,0,0,1,1,1,0,0,0
1,9.98345333417401,1,1,4,0,0,1,1,1,0,0,0
17,67.8150237377226,0,1,2,0,1,1,0,1,0,0,0
19,53.9572985197353,0,1,5,0,0,1,1,0,0,1,0
6,11.10818509417652,1,1,3,0,6,1,1,0,0,1,0
1,12.307568201845754,0,1,2,0,0,1,1,0,0,0,1
1,12.685831660886013,0,1,5,0,1,1,0,0,0,0,1
5,36.55516856885033,0,1,5,0,0,3,1,0,0,0,1
16,105.2506231259663,1,1,4,0,0,6,1,1,0,0,0
1,11.36048498857772,0,1,4,0,0,1,0,1,0,0,0
17,81.81135873194735,0,1,5,0,0,4,0,1,0,0,0
10,44.96891143396874,1,1,3,0,0,2,1,1,0,0,0
15,37.69411802266993,1,1,5,0,0,2,1,0,0,1,0
8,63.55234974729059,1,1,5,0,0,5,0,1,0,0,0
6,46.52714923942929,1,1,2,0,0,4,0,0,0,0,1
2,17.974514149687522,1,1,2,0,0,2,0,1,0,0,0
4,10.847568533391785,1,1,3,0,4,1,0,0,0,1,0
32,236.31793136353036,1,1,3,0,0,6,1,1,0,0,0
5,27.168311386342427,1,1,3,0,1,2,1,0,0,1,0
8,73.3148152866844,1,1,3,0,0,3,0,0,1,0,0
12,83.9178829433675,1,1,3,0,0,4,1,0,0,1,0
19,156.78857089550115,1,1,4,0,0,5,0,1,0,0,0
9,72.64705725490134,1,1,4,0,5,4,1,1,0,0,0
2,11.064871176788817,0,1,5,0,0,1,1,0,0,1,0
1,9.850192255477904,1,1,3,0,0,1,1,1,0,0,0
1,10.491301994830229,1,1,4,0,0,1,0,1,0,0,0
14,114.55380476507732,1,1,3,0,0,5,0,1,0,0,0
1,10.547864568726643,0,1,4,0,0,1,1,0,0,1,0
9,72.90356041158,1,1,3,0,0,3,0,0,0,0,1
5,35.55880000109795,1,1,3,0,0,1,0,0,0,0,1
17,85.91924114336032,1,1,4,0,0,5,1,0,0,0,1
7,34.995187414452246,1,1,4,0,0,4,1,0,1,0,0
9,73.6611503745869,0,1,2,0,0,3,0,0,1,0,0
3,26.8256826799835,1,1,2,0,2,3,1,1,0,0,0
7,57.99349646822449,0,1,4,0,0,3,0,1,0,0,0
8,60.49495088230548,1,1,5,0,0,6,0,0,1,0,0
13,81.62131576226471,0,1,2,0,0,4,1,0,1,0,0
1,9.703877405604633,0,1,4,0,0,1,0,1,0,0,0
1,9.89877647280601,0,1,3,0,0,1,1,0,0,0,1
19,83.98205744418777,0,1,4,0,0,6,1,0,0,0,1
3,29.301843292740706,1,1,3,0,2,2,1,1,0,0,0
2,10.990448898463375,1,1,3,0,0,1,1,0,0,1,0
18,97.83536906388672,1,1,3,0,0,5,1,1,0,0,0
11,38.77535947450458,1,1,5,0,0,2,1,0,0,1,0
5,47.577375744410396,1,1,3,0,2,1,1,0,0,1,0
1,12.086291990961044,1,1,3,0,1,1,1,0,0,0,1
1,9.89802264710506,0,1,4,0,0,1,0,1,0,0,0
5,9.50383054471094,1,1,4,0,0,1,0,1,0,0,0
21,60.6440365152223,1,1,4,0,0,3,1,0,0,1,0
3,26.846059758440017,0,1,2,0,0,2,0,1,0,0,0
19,36.89133460024183,0,1,3,0,0,1,1,0,0,1,0
2,11.540705987980957,0,1,4,0,0,1,0,0,0,1,0
3,11.04517529477736,0,1,3,0,0,1,0,0,0,0,1
15,19.69665636214039,1,1,5,0,0,1,0,0,0,1,0
23,129.23056813496865,0,1,3,0,0,6,1,0,1,0,0
13,73.69472206257001,1,1,3,0,0,4,1,1,0,0,0
1,10.34512385694912,1,1,4,0,0,1,0,0,0,1,0
2,20.147510835223827,0,1,3,0,0,2,1,1,0,0,0
13,90.43489971152447,0,1,4,0,2,4,1,1,0,0,0
1,9.89877647280601,1,1,3,0,0,1,1,0,0,0,1
14,74.4517510811842,1,1,3,0,0,4,0,1,0,0,0
5,43.73818882688854,0,1,3,0,1,3,1,1,0,0,0
35,173.75406894363582,0,1,4,0,0,7,0,0,1,0,0
5,37.988078508152554,0,1,5,0,0,2,0,1,0,0,0
1,9.51148146411212,0,1,6,0,0,1,1,1,0,0,0
5,26.015427648584787,0,1,2,0,0,2,0,1,0,0,0
1,11.701634909033103,1,1,4,0,1,1,0,1,0,0,0
3,27.640456799110943,1,1,3,0,2,2,0,0,0,1,0
6,56.47554991134351,0,1,4,0,2,2,1,1,0,0,0
15,40.53214645369677,1,1,3,0,0,3,1,1,0,0,0
7,61.27955735923079,1,1,3,0,0,5,1,0,1,0,0
19,76.40095404379537,1,1,5,0,0,1,1,0,0,1,0
14,74.52167827501944,0,1,3,0,3,4,1,0,0,1,0
30,215.70694034695038,1,1,2,0,0,7,1,1,0,0,0
2,17.934322097566938,1,1,4,0,0,2,0,0,0,0,1
5,11.169758871056288,1,1,3,0,0,1,1,1,0,0,0
1,9.559305672844864,1,1,3,0,0,1,0,1,0,0,0
1,10.847568533391785,0,1,2,0,0,1,0,0,0,1,0
18,91.75605821970345,0,1,2,0,0,4,1,1,0,0,0
3,10.338155412452387,1,1,3,0,0,1,1,1,0,0,0
7,46.22410137611043,1,1,2,0,0,3,0,0,0,0,1
2,10.20459164531955,1,1,3,0,0,1,1,1,0,0,0
41,75.94024840332546,0,1,4,0,0,3,1,0,1,0,0
13,53.667799586651704,1,1,3,0,0,4,0,0,0,1,0
69,204.66359253037143,1,1,2,0,1,7,1,0,1,0,0
1,9.772638274111136,1,1,4,0,0,1,1,1,0,0,0
13,47.57938234459441,1,1,2,0,0,3,1,0,0,1,0
15,63.30057629190052,1,1,3,0,0,1,0,0,0,0,1
4,38.43864824527473,1,1,4,0,0,4,0,0,1,0,0
4,20.390132986164595,1,1,3,0,0,1,1,0,0,0,1
4,23.372253660938036,0,1,5,0,0,1,1,0,0,0,1
2,18.633001135609145,0,1,4,0,2,1,1,0,0,1,0
6,30.466602738433558,1,1,2,0,5,2,0,1,0,0,0
18,64.89658232713204,1,1,2,0,0,2,1,0,1,0,0
13,19.992580566029137,0,1,3,0,0,1,1,0,0,1,0
10,18.91142994426343,0,1,5,0,0,1,1,0,0,1,0
2,22.541274377261136,1,1,3,0,0,1,0,0,0,0,1
27,143.67420368384336,0,1,3,0,0,5,0,1,0,0,0
1,10.043032079974024,1,1,2,0,0,1,1,1,0,0,0
17,128.5597394844642,0,1,4,0,8,6,1,1,0,0,0
8,57.96737898891091,1,1,6,0,0,3,0,0,0,1,0
13,67.84880335978463,1,1,2,0,0,2,0,1,0,0,0
3,17.9833434099004,1,1,3,0,0,1,1,0,0,0,1
9,29.795741246441487,0,1,5,0,0,2,1,0,1,0,0
8,52.56992063984917,1,1,2,0,0,3,1,0,0,0,1
1,10.715106420466311,0,1,2,0,0,1,0,0,0,0,1
25,47.08084539672532,0,1,3,0,0,1,1,1,0,0,0
3,27.2847833734338,0,1,5,0,0,2,1,0,0,0,1
3,26.07882506976409,1,1,2,0,0,3,0,1,0,0,0
15,82.5307639357284,0,1,3,0,0,3,0,0,0,0,1
3,29.343148361322633,0,1,3,0,2,2,0,1,0,0,0
30,46.88336259868948,1,1,3,0,0,1,1,0,0,1,0
7,20.131999364731584,1,1,4,0,0,2,1,1,0,0,0
1,11.659939309494137,0,1,5,0,1,1,1,1,0,0,0
7,64.20374636120627,0,1,4,0,1,3,1,0,1,0,0
22,44.77558506243288,1,1,3,0,2,3,1,1,0,0,0
18,67.57674134868697,1,1,4,0,0,2,0,0,1,0,0
5,28.09374225262104,1,1,3,0,0,2,1,1,0,0,0
13,12.586223364451625,1,1,2,0,0,1,0,0,0,0,1
1,10.028003427233696,1,1,5,0,0,1,1,0,0,1,0
16,86.41319494111055,0,1,2,0,0,1,1,0,0,1,0
1,9.881395306061313,1,1,6,0,0,1,1,0,0,0,1
1,11.359809249899756,0,1,2,0,1,1,1,0,0,0,1
5,11.01582192792268,1,1,3,0,0,1,1,0,0,0,1
8,55.922007694501104,1,1,4,0,0,3,0,0,1,0,0
1,9.00601857490256,0,1,4,0,0,1,1,0,0,0,1
1,8.503702601233739,1,1,4,0,0,1,0,0,1,0,0
20,140.0742523998629,0,1,4,0,0,5,0,0,1,0,0
18,26.305554136773747,1,1,3,0,0,1,1,0,1,0,0
3,26.59197246326243,1,1,3,0,0,2,1,1,0,0,0
23,181.42364133590542,0,1,2,0,0,4,1,0,0,1,0
7,37.1077271740334,0,1,2,0,0,4,1,1,0,0,0
1,9.021839764105511,1,1,4,0,0,1,0,1,0,0,0
10,11.074746031189092,0,1,5,0,0,1,0,0,0,0,1
59,180.26365100834803,0,1,2,0,0,6,0,1,0,0,0
2,17.667794854039627,0,1,3,0,0,2,1,1,0,0,0
5,36.1873255060342,0,1,3,0,0,2,1,1,0,0,0
2,16.624329106842815,1,1,5,0,0,1,1,1,0,0,0
7,47.017706553615035,0,1,3,0,0,3,1,0,0,1,0
10,10.196940441748334,1,1,5,0,0,1,0,0,0,1,0
1,9.915860688599269,1,1,3,0,0,1,1,0,0,0,1
32,81.48616209723987,1,1,2,0,0,3,1,0,0,1,0
7,47.117466275627635,0,1,4,0,1,4,1,1,0,0,0
2,23.265797076559487,1,1,3,0,0,1,0,1,0,0,0
4,26.070547737960496,1,1,4,0,0,3,1,0,0,0,1
1,9.587063011218692,1,1,4,0,0,1,1,1,0,0,0
1,10.033726029459856,0,1,3,0,0,1,0,1,0,0,0
20,10.37913149526554,1,1,3,0,0,1,1,0,0,1,0
1,7.952966790923131,1,1,3,0,0,1,1,0,0,1,0
1,10.809748150372926,1,1,4,0,1,1,0,0,0,0,1
32,90.87486675927335,1,1,4,0,1,3,0,0,0,1,0
1,10.405201793433656,0,1,5,0,0,1,0,0,0,0,1
5,29.64046374598084,1,1,2,0,1,2,0,1,0,0,0
1,10.297318579745925,0,1,3,0,0,1,1,0,0,1,0
11,29.158219865477427,1,1,3,0,0,2,1,0,0,0,1
5,28.40468644334983,1,1,3,0,0,1,0,0,0,1,0
9,65.03939136717204,0,1,3,0,4,2,1,1,0,0,0
6,52.24417716126966,1,1,4,0,0,3,0,1,0,0,0
4,11.9750796175225,1,1,3,0,0,1,1,0,0,0,1
26,212.07442629971337,1,1,6,0,0,7,1,1,0,0,0
5,30.336494261176014,1,1,3,0,3,3,1,1,0,0,0
1,10.513497659473217,1,1,3,0,0,1,1,1,0,0,0
1,10.799759233696244,1,1,5,0,0,1,1,0,0,1,0
3,29.793165173209943,0,1,5,0,0,2,1,1,0,0,0
9,48.083599212556805,0,1,2,0,2,2,0,0,0,1,0
6,45.00508692107147,0,1,3,0,0,4,1,1,0,0,0
18,113.59612928917625,0,1,3,0,0,7,0,1,0,0,0
20,11.35558135824538,1,1,2,0,0,1,1,1,0,0,0
21,104.97188418652483,0,1,3,0,0,6,0,1,0,0,0
12,47.837493785274205,0,1,3,0,0,4,1,1,0,0,0
2,20.13329463227386,0,1,3,0,0,1,0,0,0,1,0
11,95.38008629744095,1,1,3,0,0,5,1,0,1,0,0
1,10.799759233696244,0,1,2,0,0,1,1,0,0,1,0
4,27.201467353017726,1,1,3,0,0,2,0,0,1,0,0
3,19.50759376563639,0,1,4,0,0,2,0,0,0,1,0
10,56.41441201132139,1,1,4,0,0,4,1,1,0,0,0
17,41.113148979967775,1,1,2,0,0,2,0,1,0,0,0
24,79.65726715944139,1,1,3,0,0,4,1,1,0,0,0
6,37.33211705042181,1,1,3,0,0,3,0,1,0,0,0
14,83.95803866362346,1,1,5,0,6,4,1,1,0,0,0
17,89.82124800281937,0,1,4,0,0,4,1,0,0,0,1
7,51.602265025299964,1,1,3,0,0,2,1,1,0,0,0
1,10.34512385694912,1,1,4,0,0,1,0,0,0,1,0
5,11.270802947058217,1,1,3,0,0,1,1,1,0,0,0
11,70.16368802916148,0,1,3,0,0,5,1,0,1,0,0
2,10.990448898463375,1,1,4,0,0,1,1,0,0,1,0
1,11.364344246857838,1,1,4,0,0,1,1,0,0,0,1
3,11.031286405889189,1,1,4,0,0,1,1,0,0,0,1
10,21.42487606517923,1,1,4,0,0,1,0,0,1,0,0
2,19.623201922178765,0,1,2,0,0,1,0,0,0,1,0
1,8.53954159508,1,1,2,0,0,1,0,0,0,0,1
15,58.03349184028063,0,1,4,0,1,1,1,1,0,0,0
12,75.93885671782586,0,1,2,0,0,1,0,0,0,1,0
21,133.7976995919555,0,1,2,0,0,3,0,0,0,1,0
20,11.999023875547254,0,1,3,0,0,1,1,0,0,0,1
3,29.050290364172746,0,1,3,0,0,2,1,1,0,0,0
1,10.235880049754966,1,1,4,0,0,1,1,0,0,1,0
23,162.33863243600473,0,1,4,0,0,8,1,1,0,0,0
6,46.74279879058304,1,1,4,0,3,2,1,0,0,1,0
2,20.157953824534736,0,1,4,0,0,1,1,1,0,0,0
4,28.231011418988828,1,1,4,0,4,3,1,1,0,0,0
33,74.73523708051012,1,1,3,0,0,2,0,0,0,1,0
1,9.51148146411212,0,1,5,0,0,1,1,1,0,0,0
2,20.60549865478936,0,1,3,0,0,1,1,0,0,0,1
1,11.659939309494137,1,1,4,0,1,1,1,1,0,0,0
1,10.50413559859915,1,1,4,0,0,1,1,0,0,0,1
3,25.640040426127214,1,1,3,0,0,2,1,1,0,0,0
7,27.964326802969303,0,1,5,0,0,1,1,1,0,0,0
1,9.3180281773931,1,1,2,0,0,1,1,0,0,0,1
40,107.06295636050932,1,1,3,0,0,3,0,1,0,0,0
1,10.05414642882124,1,1,5,0,0,1,1,1,0,0,0
17,37.56882686028968,1,1,4,0,0,2,1,0,0,1,0
1,10.49601297178542,1,1,3,0,0,1,1,0,0,1,0
18,46.23378763090109,1,1,4,0,0,1,0,0,0,1,0
3,18.395462930968414,1,1,3,0,0,2,1,1,0,0,0
1,9.40079542866686,1,1,3,0,0,1,1,1,0,0,0
18,84.6943621093642,0,1,4,0,2,4,0,0,1,0,0
19,46.68510562340947,0,1,4,0,0,3,0,1,0,0,0
2,11.145001776175004,1,1,5,0,0,1,0,0,0,0,1
11,64.63978837672069,0,1,4,0,0,5,0,1,0,0,0
14,88.45242405150721,1,1,2,0,0,3,0,0,0,1,0
7,19.72411074548886,0,1,5,0,0,1,1,1,0,0,0
1,11.659939309494137,0,1,5,0,1,1,1,1,0,0,0
9,29.13709486949677,1,1,2,0,0,2,1,0,0,1,0
3,27.39281478709718,1,1,4,0,0,2,0,0,0,1,0
11,77.859811136212,0,1,3,0,0,3,1,1,0,0,0
5,46.50825142931322,0,1,3,0,0,2,0,0,1,0,0
1,10.283669040109793,0,1,2,0,0,1,0,0,0,1,0
3,27.76667091494908,1,1,2,0,0,3,0,0,1,0,0
3,11.046387822247668,0,1,5,0,0,1,0,1,0,0,0
8,65.44451807288297,1,1,3,0,0,5,1,1,0,0,0
4,29.418835979321713,0,1,4,0,1,2,1,0,0,1,0
11,76.95785018892866,1,1,2,0,0,3,0,0,0,1,0
4,26.602222084131256,0,1,5,0,0,1,1,0,0,0,1
44,108.97458155114407,1,1,3,0,0,2,0,1,0,0,0
3,28.305653380883072,1,1,3,0,0,3,0,1,0,0,0
9,60.14756849200004,0,1,3,0,0,1,1,0,0,0,1
20,10.62427421889949,0,1,2,0,0,1,1,0,0,1,0
5,20.16864280866762,0,1,3,0,0,2,1,1,0,0,0
1,8.399535147948004,0,1,5,0,0,1,1,0,0,0,1
8,44.74826449798565,1,1,3,0,0,4,1,0,1,0,0
2,11.108305000050551,1,1,6,0,0,1,1,0,0,0,1
6,35.8380534707468,1,1,4,0,0,3,0,0,1,0,0
5,25.690413510611634,1,1,6,0,0,3,0,1,0,0,0
2,9.744784861340808,1,1,4,0,0,1,0,0,1,0,0
1,9.945109227226949,1,1,2,0,0,1,1,1,0,0,0
3,26.37562524988337,1,1,4,0,0,3,1,1,0,0,0
13,100.39634052462573,0,1,2,0,2,4,0,1,0,0,0
3,26.550692876217617,1,1,4,0,0,2,1,0,1,0,0
12,68.19400278516497,1,1,5,0,0,4,0,1,0,0,0
27,76.55266706149345,1,1,3,0,6,4,1,1,0,0,0
4,38.310271439652446,1,1,5,0,0,2,0,1,0,0,0
1,10.283669040109793,0,1,2,0,0,1,0,0,0,1,0
20,79.73522641092069,0,1,3,0,0,2,0,0,0,1,0
6,30.586109966031998,0,1,3,0,4,2,1,0,0,1,0
9,29.02354362869508,1,1,4,0,0,1,1,1,0,0,0
9,67.71461548379575,0,1,5,0,0,4,1,1,0,0,0
32,148.1499391419966,1,1,3,0,3,7,1,1,0,0,0
2,17.014986699943293,0,1,4,0,0,2,0,0,0,1,0
2,9.130539301772629,1,1,4,0,0,1,1,1,0,0,0
6,51.58688857595961,1,1,4,0,0,4,1,0,0,0,1
4,35.65055906577116,1,1,3,0,1,2,1,1,0,0,0
2,9.368796057668156,1,1,4,0,0,1,1,0,0,1,0
6,53.256562247435795,0,1,4,0,0,4,0,0,0,0,1
25,182.9460206776001,1,1,4,0,0,5,0,1,0,0,0
1,8.727129915243166,1,1,3,0,0,1,1,0,0,0,1
1,10.283669040109793,1,1,3,0,0,1,0,0,0,1,0
12,28.134838663140453,0,1,3,0,0,1,1,0,0,1,0
1,10.077608912764743,0,1,2,0,0,1,1,1,0,0,0
1,10.847568533391785,0,1,2,0,0,1,0,0,0,1,0
13,113.66891112773314,1,1,4,0,0,6,1,0,0,0,1
12,79.74858878430844,0,1,2,0,0,4,0,0,0,1,0
7,29.37224575655325,0,1,4,0,5,1,1,0,0,1,0
2,10.990448898463375,0,1,5,0,0,1,1,0,0,1,0
7,18.511707298483927,1,1,5,0,0,1,1,0,0,0,1
2,20.261478275192072,0,1,3,0,0,2,0,1,0,0,0
2,17.40676750841248,1,1,3,0,0,2,0,1,0,0,0
10,10.090838109351523,1,1,3,0,0,1,0,0,0,1,0
2,10.515831319492468,0,1,4,0,0,1,1,1,0,0,0
4,38.229811089980274,1,1,3,0,2,1,0,1,0,0,0
10,39.541908417460384,1,1,5,0,0,2,0,0,1,0,0
1,9.907379967251472,1,1,3,0,0,1,1,0,0,0,1
13,71.87490038029885,1,1,4,0,0,2,1,0,0,0,1
13,106.13428641577772,1,1,5,0,3,4,1,1,0,0,0
10,87.71785123006774,1,1,3,0,2,3,1,1,0,0,0
19,104.08244429571161,1,1,3,0,2,5,1,1,0,0,0
1,11.364344246857838,0,1,2,0,0,1,1,0,0,0,1
2,19.02191612915267,0,1,3,0,0,2,1,1,0,0,0
12,20.295221617966327,1,1,3,0,0,1,0,0,0,1,0
6,12.07956226212183,0,1,5,0,0,1,0,0,0,0,1
6,36.99177087327665,0,1,5,0,3,3,0,1,0,0,0
3,29.884684572123266,1,1,5,0,0,1,0,1,0,0,0
13,60.16280521736974,1,1,4,0,0,2,0,0,1,0,0
2,20.39807490049116,1,1,4,0,0,2,1,1,0,0,0
3,10.884460545216813,0,1,5,0,3,1,0,1,0,0,0
2,11.038254962793788,0,1,5,0,0,1,0,0,0,1,0
27,186.64657308806935,0,1,4,0,0,6,1,0,0,1,0
5,48.08840368206757,1,1,4,0,0,2,1,1,0,0,0
8,62.053082077332114,1,1,3,0,0,2,0,0,0,0,1
40,194.14109297556828,0,1,2,0,1,6,1,1,0,0,0
17,123.72023171466068,0,1,2,0,0,4,0,0,0,1,0
7,20.262465360475908,1,1,3,0,0,1,1,0,0,0,1
4,27.410118439577552,1,1,4,0,0,3,0,1,0,0,0
15,22.169626892976346,1,1,4,0,0,2,1,1,0,0,0
7,45.45508601867387,0,1,3,0,0,3,1,0,0,0,1
1,11.780239000028912,1,1,3,0,1,1,1,1,0,0,0
26,153.39791263556862,1,1,3,0,0,4,0,0,0,0,1
26,59.96056708381573,1,1,2,0,0,2,1,0,0,1,0
1,10.921829329807624,1,1,3,0,0,1,1,0,0,0,1
1,9.772638274111136,0,1,4,0,0,1,1,1,0,0,0
14,61.14645539061326,0,1,4,0,0,4,1,0,1,0,0
18,94.42606119284324,0,1,3,0,0,4,1,1,0,0,0
5,44.39360049849687,1,1,4,0,0,3,1,0,1,0,0
1,10.235880049754966,0,1,5,0,0,1,1,0,0,1,0
2,19.335996468661477,1,1,5,0,0,2,1,1,0,0,0
3,11.513765112367672,0,1,3,0,0,1,1,0,0,0,1
2,11.136295596424384,0,1,5,0,0,1,1,1,0,0,0
4,37.508090217241396,1,1,4,0,0,3,0,0,1,0,0
1,9.311180686902254,1,1,4,0,0,1,1,1,0,0,0
7,57.26016256867133,0,1,3,0,6,2,1,0,0,1,0
4,19.64124433194603,1,1,2,0,0,2,0,1,0,0,0
3,10.610044420005991,0,1,2,0,0,1,1,1,0,0,0
8,45.808932708395915,1,1,5,0,0,3,1,1,0,0,0
10,10.662445881599808,1,1,5,0,0,1,1,1,0,0,0
2,10.252417581902414,1,1,5,0,0,1,0,1,0,0,0
22,51.219852132605226,0,1,4,0,0,2,1,0,0,0,1
2,20.32656876303428,0,1,4,0,0,2,1,1,0,0,0
22,47.93581115851005,1,1,3,0,0,3,0,1,0,0,0
23,159.30004597915624,1,1,4,0,3,7,1,0,1,0,0
6,50.292725107180914,0,1,3,0,0,6,1,0,1,0,0
9,58.70640929116199,1,1,4,0,0,2,1,1,0,0,0
1,10.34512385694912,1,1,3,0,0,1,0,0,0,1,0
4,22.840239291679246,1,1,5,0,0,2,0,1,0,0,0
8,21.041592318514518,1,1,5,0,0,1,0,1,0,0,0
10,90.66677821217968,1,1,5,0,0,3,0,0,1,0,0
6,38.5284406213536,0,1,2,0,0,3,0,0,1,0,0
1,12.086291990961044,0,1,4,0,1,1,1,0,0,0,1
9,74.28776629483022,0,1,4,0,0,6,1,1,0,0,0
23,158.78707002154252,0,1,3,0,1,5,1,1,0,0,0
14,64.83583477586554,0,1,2,0,0,3,0,1,0,0,0
3,27.71592832573146,0,1,5,0,0,3,1,0,0,0,1
11,81.30212779674626,1,1,4,0,4,5,1,1,0,0,0
7,20.871675687702783,1,1,3,0,0,1,0,0,0,0,1
4,34.2508836715943,1,1,3,0,0,3,1,0,1,0,0
8,55.41896589325673,0,1,3,0,0,2,1,0,0,0,1
1,8.671629544720656,0,1,3,0,0,1,1,0,1,0,0
5,38.9609041484147,1,1,4,0,0,3,0,1,0,0,0
1,7.777373602657861,0,1,3,0,0,1,1,0,1,0,0
17,60.80485908722178,1,1,3,0,6,3,1,1,0,0,0
2,18.096545259701156,1,1,3,0,0,2,0,1,0,0,0
4,36.592774601324486,0,1,3,0,0,3,0,0,0,0,1
17,124.03873267519512,1,1,3,0,0,4,1,1,0,0,0
22,150.66393061409508,1,1,3,0,1,7,0,1,0,0,0
6,46.269030365337535,1,1,3,0,0,4,0,1,0,0,0
1,11.701634909033103,1,1,2,0,1,1,0,1,0,0,0
14,35.44380081632468,0,1,4,0,0,2,1,0,0,0,1
2,10.84546552414626,1,1,2,0,0,1,0,1,0,0,0
1,9.197052477649247,0,1,5,0,0,1,1,0,0,0,1
1,10.064372648053766,0,1,3,0,0,1,0,1,0,0,0
10,75.77503831534293,1,1,4,0,0,5,1,1,0,0,0
4,38.61129538402561,1,1,3,0,0,1,1,1,0,0,0
14,79.70088917315752,1,1,5,0,2,4,1,0,1,0,0
1,9.74934520600748,0,1,5,0,1,1,1,0,0,0,1
17,105.93922460754344,1,1,4,0,4,4,1,1,0,0,0
3,29.665773877098587,1,1,4,0,0,2,0,0,0,0,1
8,57.24284304197535,1,1,4,0,0,3,0,1,0,0,0
3,9.200391041122517,1,1,3,0,0,1,0,1,0,0,0
11,92.21944633162968,1,1,3,0,0,2,0,0,1,0,0
6,34.96251435678014,1,1,2,0,0,3,0,1,0,0,0
2,10.252417581902414,1,1,2,0,0,1,0,1,0,0,0
9,29.478345053612063,0,1,4,0,3,3,1,0,1,0,0
1,9.89877647280601,0,1,4,0,0,1,1,0,0,0,1
3,10.69342109553376,0,1,5,0,0,1,1,0,0,1,0
54,295.46045300081926,1,1,4,0,0,4,1,0,0,0,1
10,54.99594147446042,0,1,4,0,0,3,1,1,0,0,0
28,153.80652187355327,0,1,4,0,0,4,0,0,1,0,0
15,30.05582851248965,1,1,4,0,0,3,1,1,0,0,0
5,10.11297832739655,1,1,2,0,0,1,0,0,0,1,0
2,11.490853665048125,1,1,2,0,0,1,0,0,0,1,0
32,140.99217824969668,1,1,3,0,0,6,1,0,1,0,0
1,12.640555956708043,0,1,4,0,1,1,1,0,0,0,1
5,41.74975623252786,1,1,2,0,0,2,1,0,0,0,1
22,36.3664927918725,1,1,4,0,0,1,0,0,0,1,0
3,20.073494917508555,1,1,3,0,0,1,1,1,0,0,0
1,10.87039535020681,1,1,3,0,0,1,1,0,0,0,1
